"IP_ID","InvoiceID","PaymentDate","TotalPaid","PaymentMode"
"3389","10250","2024-09-11 00:00:00","66287.20","By Cash                                                                                                                                               "
"3390","10251","2024-09-11 00:00:00","11228.00","By Cash                                                                                                                                               "
"3391","10252","2024-09-11 00:00:00","9979.00","By Cash                                                                                                                                               "
"3392","10253","2024-09-11 00:00:00","3570.00","By Cash                                                                                                                                               "
"3393","10254","2024-09-11 00:00:00","2430.00","By Cash                                                                                                                                               "
"4391","10255","2024-09-11 00:00:00","70707.18","By Cash                                                                                                                                               "
"4392","10256","2024-09-12 00:00:00","4478.00","By Cash                                                                                                                                               "
"4393","10257","2024-09-12 00:00:00","10868.85","By Cash                                                                                                                                               "
"4394","10258","2024-09-12 00:00:00","36140.26","By Cash                                                                                                                                               "
"4396","10259","2024-09-13 00:00:00","88767.42","By Cash                                                                                                                                               "
"4397","10260","2024-09-13 00:00:00","24599.96","By Cash                                                                                                                                               "
"4399","10262","2024-09-13 00:00:00","2846.00","By Cash                                                                                                                                               "
"4400","10263","2024-09-13 00:00:00","3377.25","By Cash                                                                                                                                               "
"4401","10264","2024-09-13 00:00:00","9236.00","By Cash                                                                                                                                               "
"4402","10265","2024-09-16 00:00:00","34052.82","By Cash                                                                                                                                               "
"4403","10261","2024-09-16 00:00:00","13223.00","By Cash                                                                                                                                               "
"4404","10266","2024-09-16 00:00:00","46634.28","By Cash                                                                                                                                               "
"4405","10267","2024-09-16 00:00:00","2622.00","By Cash                                                                                                                                               "
"4406","10271","2024-09-19 00:00:00","7891.00","By Cash                                                                                                                                               "
"4407","10272","2024-09-19 00:00:00","7056.00","By Cash                                                                                                                                               "
"4408","10273","2024-09-19 00:00:00","62959.12","By Cash                                                                                                                                               "
"4409","10274","2024-09-25 00:00:00","82494.44","By Cash                                                                                                                                               "
"4411","10276","2024-09-26 00:00:00","16178.00","By Cash                                                                                                                                               "
"4412","10277","2024-09-28 00:00:00","13379.94","By Cash                                                                                                                                               "
"4414","10275","2024-09-28 00:00:00","169947.88","By Cash                                                                                                                                               "
"4415","10278","2024-09-28 00:00:00","2628.00","By Cash                                                                                                                                               "
"4417","10279","2024-09-28 00:00:00","16234.00","By Cash                                                                                                                                               "
"4418","10280","2024-09-28 00:00:00","44890.00","By Cash                                                                                                                                               "
"4419","10281","2024-09-28 00:00:00","12234.00","By Cash                                                                                                                                               "
"4420","10282","2024-09-28 00:00:00","3825.00","By Cash                                                                                                                                               "
"4421","10283","2024-09-28 00:00:00","4588.00","By Cash                                                                                                                                               "
"4424","10285","2024-09-30 00:00:00","2407.00","By Cash                                                                                                                                               "
"4425","10284","2024-09-30 00:00:00","35277.00","By Cash                                                                                                                                               "
"4426","10286","2024-09-30 00:00:00","116598.44","By Cash                                                                                                                                               "
"5426","10287","2024-09-30 00:00:00","4551.00","By Cash                                                                                                                                               "
"5428","10289","2024-09-30 00:00:00","128893.60","By Cash                                                                                                                                               "
"5429","10290","2024-10-01 00:00:00","56996.80","By Cash                                                                                                                                               "
"5430","10291","2024-10-01 00:00:00","10230.00","By Cash                                                                                                                                               "
"5432","10292","2024-10-01 00:00:00","6075.00","By Cash                                                                                                                                               "
"5433","10293","2024-10-01 00:00:00","18893.00","By Cash                                                                                                                                               "
"5434","10294","2024-10-01 00:00:00","4792.00","By Cash                                                                                                                                               "
"5436","10296","2024-10-01 00:00:00","24541.00","By Cash                                                                                                                                               "
"5437","10295","2024-10-01 00:00:00","27105.82","By Cash                                                                                                                                               "
"5439","10297","2024-10-01 00:00:00","6075.00","By Cash                                                                                                                                               "
"5440","10298","2024-10-01 00:00:00","46018.84","By Cash                                                                                                                                               "
"5441","10302","2024-10-01 00:00:00","23681.58","By Cash                                                                                                                                               "
"5443","10303","2024-10-04 00:00:00","56993.32","By Cash                                                                                                                                               "
"5444","10304","2024-10-04 00:00:00","6555.00","By Cash                                                                                                                                               "
"5445","10305","2024-10-08 00:00:00","16316.00","By Cash                                                                                                                                               "
"5446","10306","2024-10-08 00:00:00","1764.00","By Cash                                                                                                                                               "
"5447","10307","2024-10-08 00:00:00","18540.00","By Cash                                                                                                                                               "
"5448","10308","2024-10-08 00:00:00","10094.00","By Cash                                                                                                                                               "
"5449","10309","2024-10-08 00:00:00","4939.00","By Cash                                                                                                                                               "
"5450","10310","2024-10-08 00:00:00","104696.95","By Cash                                                                                                                                               "
"5451","10311","2024-10-08 00:00:00","14058.00","By Cash                                                                                                                                               "
"5452","10312","2024-10-08 00:00:00","13618.00","By Cash                                                                                                                                               "
"5453","10313","2024-10-10 00:00:00","4242.00","By Cash                                                                                                                                               "
"5454","10314","2024-10-10 00:00:00","22894.91","By Cash                                                                                                                                               "
"5455","10315","2024-10-10 00:00:00","11483.00","By Cash                                                                                                                                               "
"5456","10316","2024-10-17 00:00:00","3070.00","By Cash                                                                                                                                               "
"5457","10317","2024-10-17 00:00:00","7268.00","By Cash                                                                                                                                               "
"5458","10318","2024-10-17 00:00:00","3600.00","By Cash                                                                                                                                               "
"5459","100319","2024-10-21 00:00:00","47342.82","By Cash                                                                                                                                               "
"5460","10320","2024-10-21 00:00:00","92777.59","By Cash                                                                                                                                               "
"5461","10321","2024-10-21 00:00:00","10912.50","By Cash                                                                                                                                               "
"5462","10322","2024-10-21 00:00:00","13005.00","By Cash                                                                                                                                               "
"5463","10323","2024-10-28 00:00:00","6649.00","By Cash                                                                                                                                               "
"5464","10324","2024-10-28 00:00:00","27016.00","By Cash                                                                                                                                               "
"5465","10331","2024-10-28 00:00:00","97369.57","By Cash                                                                                                                                               "
"5466","10332","2024-10-28 00:00:00","50634.97","By Cash                                                                                                                                               "
"5467","10333","2024-10-28 00:00:00","6600.00","By Cash                                                                                                                                               "
"5469","10334","2024-10-28 00:00:00","76134.24","By Cash                                                                                                                                               "
"5471","10338","2024-10-28 00:00:00","9105.00","By Cash                                                                                                                                               "
"5472","10339","2024-10-28 00:00:00","25047.34","By Cash                                                                                                                                               "
"5473","10340","2024-10-28 00:00:00","38341.00","By Cash                                                                                                                                               "
"5475","10342","2024-10-28 00:00:00","1913.00","By Cash                                                                                                                                               "
"5476","10336","2024-11-04 00:00:00","23281.86","By Cash                                                                                                                                               "
"5477","10337","2024-11-04 00:00:00","6164.20","By Cash                                                                                                                                               "
"5478","10343","2024-11-04 00:00:00","11769.00","By Cash                                                                                                                                               "
"5480","10345","2024-11-04 00:00:00","35340.00","By Cash                                                                                                                                               "
"5482","10341","2024-11-06 00:00:00","26880.00","By Cash                                                                                                                                               "
"5483","10344","2024-11-06 00:00:00","29798.40","By Cash                                                                                                                                               "
"5484","10351","2024-11-06 00:00:00","28812.00","By Cash                                                                                                                                               "
"5485","10352","2024-11-06 00:00:00","9756.00","By Cash                                                                                                                                               "
"5487","10325","2024-11-09 00:00:00","26633.96","By Cash                                                                                                                                               "
"5488","10326","2024-11-09 00:00:00","7168.00","By Cash                                                                                                                                               "
"5489","10327","2024-11-09 00:00:00","25621.58","By Cash                                                                                                                                               "
"5490","10328","2024-11-09 00:00:00","52095.15","By Cash                                                                                                                                               "
"5492","10329","2024-11-09 00:00:00","24422.00","By Cash                                                                                                                                               "
"5494","10330","2024-11-09 00:00:00","38853.96","By Cash                                                                                                                                               "
"5495","10353","2024-11-12 00:00:00","60177.83","By Cash                                                                                                                                               "
"5496","10347","2024-11-12 00:00:00","68820.85","By Cash                                                                                                                                               "
"5497","10349","2024-11-12 00:00:00","95941.45","By Cash                                                                                                                                               "
"5498","10346","2024-11-13 00:00:00","13156.50","By Cash                                                                                                                                               "
"5499","10354","2024-11-13 00:00:00","15293.61","By Cash                                                                                                                                               "
"5500","10355","2024-11-14 00:00:00","27366.00","By Cash                                                                                                                                               "
"5501","10356","2024-11-14 00:00:00","32975.15","By Cash                                                                                                                                               "
"5502","10357","2024-11-14 00:00:00","15293.61","By Cash                                                                                                                                               "
"5503","10358","2024-11-14 00:00:00","7358.85","By Cash                                                                                                                                               "
"5505","10360","2024-11-14 00:00:00","9065.98","By Cash                                                                                                                                               "
"5506","10359","2024-11-14 00:00:00","8444.02","By Cash                                                                                                                                               "
"5507","10361","2024-11-14 00:00:00","29130.50","By Cash                                                                                                                                               "
"5508","10362","2024-11-14 00:00:00","98926.10","By Cash                                                                                                                                               "
"5509","10363","2024-11-14 00:00:00","6351.38","By Cash                                                                                                                                               "
"5511","10365","2024-11-15 00:00:00","82849.20","By Cash                                                                                                                                               "
"5512","10366","2024-11-15 00:00:00","8799.00","By Cash                                                                                                                                               "
"5513","10367","2024-11-15 00:00:00","26655.00","By Cash                                                                                                                                               "
"5514","10368","2024-11-15 00:00:00","5850.00","By Cash                                                                                                                                               "
"5515","10369","2024-11-15 00:00:00","99175.71","By Cash                                                                                                                                               "
"5516","10370","2024-11-15 00:00:00","45651.11","By Cash                                                                                                                                               "
"5517","10371","2024-11-16 00:00:00","31523.00","By Cash                                                                                                                                               "
"5518","10372","2024-11-16 00:00:00","2513.00","By Cash                                                                                                                                               "
"5519","10373","2024-11-18 00:00:00","66693.32","By Cash                                                                                                                                               "
"5520","10374","2024-11-18 00:00:00","3053.68","By Cash                                                                                                                                               "
"5521","10378","2024-11-18 00:00:00","11330.00","By Cash                                                                                                                                               "
"5522","10379","2024-11-20 00:00:00","72283.43","By Cash                                                                                                                                               "
"5523","10380","2024-11-20 00:00:00","17858.00","By Cash                                                                                                                                               "
"5524","10381","2024-11-20 00:00:00","22808.00","By Cash                                                                                                                                               "
"5525","10382","2024-11-20 00:00:00","11828.00","By Cash                                                                                                                                               "
"5527","10384","2024-11-20 00:00:00","84657.30","By Cash                                                                                                                                               "
"5528","10385","2024-11-20 00:00:00","26592.30","By Cash                                                                                                                                               "
"5529","10386","2024-11-20 00:00:00","15293.61","By Cash                                                                                                                                               "
"5530","10387","2024-11-20 00:00:00","11730.60","By Cash                                                                                                                                               "
"5531","10388","2024-11-20 00:00:00","1993.00","By Cash                                                                                                                                               "
"5533","10364","2024-11-24 00:00:00","1521.00","By Cash                                                                                                                                               "
"5534","10383","2024-11-24 00:00:00","6065.22","By Cash                                                                                                                                               "
"5535","10389","2024-11-24 00:00:00","2025.00","By Cash                                                                                                                                               "
"5536","10395","2024-11-25 00:00:00","6167.34","By Cash                                                                                                                                               "
"5537","10396","2024-11-25 00:00:00","338.00","By Cash                                                                                                                                               "
"5539","10400","2024-11-28 00:00:00","8381.00","By Cash                                                                                                                                               "
"5540","10401","2024-11-28 00:00:00","3448.86","By Cash                                                                                                                                               "
"5541","10402","2024-11-29 00:00:00","1873.42","By Cash                                                                                                                                               "
"5542","10399","2024-11-29 00:00:00","36294.00","By Cash                                                                                                                                               "
"5543","10397","2024-11-29 00:00:00","31021.00","By Cash                                                                                                                                               "
"5545","10398","2024-11-29 00:00:00","66057.97","By Cash                                                                                                                                               "
"5546","10403","2024-11-29 00:00:00","5080.32","By Cash                                                                                                                                               "
"5547","10405","2024-11-29 00:00:00","7358.85","By Cash                                                                                                                                               "
"5548","10406","2024-11-29 00:00:00","12144.80","By Cash                                                                                                                                               "
"5549","10404","2024-11-29 00:00:00","45605.28","By Cash                                                                                                                                               "
"5550","10407","2024-11-29 00:00:00","5816.72","By Cash                                                                                                                                               "
"5552","10390","2024-12-05 00:00:00","41795.36","By Cash                                                                                                                                               "
"5553","10408","2024-12-05 00:00:00","87907.22","By Cash                                                                                                                                               "
"5555","10409","2024-12-06 00:00:00","3590.72","By Cash                                                                                                                                               "
"5556","10410","2024-12-06 00:00:00","8447.00","By Cash                                                                                                                                               "
"5557","10411","2024-12-06 00:00:00","86103.99","By Cash                                                                                                                                               "
"5558","10391","2024-12-06 00:00:00","30592.00","By Cash                                                                                                                                               "
"5559","10412","2024-12-06 00:00:00","5175.00","By Cash                                                                                                                                               "
"5560","10413","2024-12-06 00:00:00","9630.00","By Cash                                                                                                                                               "
