"Id","Date","Name","LedgerNo","Label","Debit","Credit","PartyID"
"223","2024-04-18 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-27                                       ","Payment                                                                                                                                                                                                 ","0.00","4272.00","C-0006              "
"224","2024-04-20 00:00:00","JD Pet Clinic                                                                                                                                                                                           ","INV-2024-28                                       ","Sales                                                                                                                                                                                                   ","1806.00","0.00","C-0002              "
"225","2024-04-22 00:00:00","JD Pet Clinic                                                                                                                                                                                           ","INV-2024-29                                       ","Sales                                                                                                                                                                                                   ","4140.00","0.00","C-0002              "
"226","2024-04-22 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-29                                       ","Payment                                                                                                                                                                                                 ","0.00","4140.00","C-0002              "
"227","2024-04-22 00:00:00","JD Pet Clinic                                                                                                                                                                                           ","INV-2024-30                                       ","Sales                                                                                                                                                                                                   ","2212.00","0.00","C-0002              "
"228","2024-04-22 00:00:00","MS ENTERPRISES                                                                                                                                                                                          ","INV-2024-31                                       ","Sales                                                                                                                                                                                                   ","9870.00","0.00","C-0010              "
"229","2024-04-23 00:00:00","JAIHIND PHARMA                                                                                                                                                                                          ","INV-2024-32                                       ","Sales                                                                                                                                                                                                   ","1540.00","0.00","C-0030              "
"230","2024-04-23 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-32                                       ","Payment                                                                                                                                                                                                 ","0.00","1540.00","C-0030              "
"231","2024-04-24 00:00:00","Dr Bose & Bose Bird and Animal Hospital                                                                                                                                                                 ","INV-2024-33                                       ","Sales                                                                                                                                                                                                   ","2467.00","0.00","C-0012              "
"232","2024-04-24 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-33                                       ","Payment                                                                                                                                                                                                 ","0.00","2467.00","C-0012              "
"233","2024-04-24 00:00:00","JOYRA TRADERS                                                                                                                                                                                           ","INV-2024-34                                       ","Sales                                                                                                                                                                                                   ","6528.00","0.00","C-0027              "
"234","2024-04-25 00:00:00","HAPPY PETS INTERNATIONAL                                                                                                                                                                                ","INV-2024-35                                       ","Sales                                                                                                                                                                                                   ","9880.00","0.00","C-0015              "
"235","2024-04-25 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-35                                       ","Payment                                                                                                                                                                                                 ","0.00","9880.00","C-0015              "
"236","2024-04-25 00:00:00","BARK N' PURR                                                                                                                                                                                            ","INV-2024-36                                       ","Sales                                                                                                                                                                                                   ","95914.85","0.00","C-0005              "
"237","2024-04-25 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-36                                       ","Payment                                                                                                                                                                                                 ","0.00","95914.85","C-0005              "
"240","2024-04-27 00:00:00","AQUA STREET                                                                                                                                                                                             ","INV-2024-38                                       ","Sales                                                                                                                                                                                                   ","25950.00","0.00","C-0021              "
"241","2024-04-27 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-38                                       ","Payment                                                                                                                                                                                                 ","0.00","25950.00","C-0021              "
"242","2024-04-09 00:00:00","JJJ Birds                                                                                                                                                                                               ","INV-2024-14                                       ","Sales                                                                                                                                                                                                   ","28668.35","0.00","C-0009              "
"243","2024-04-27 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-14                                       ","Payment                                                                                                                                                                                                 ","0.00","28668.35","C-0009              "
"248","2024-04-25 00:00:00","SADIQ BHAI PHARMA PRIVATE LIMITED                                                                                                                                                                       ","INV-2024-37                                       ","Sales                                                                                                                                                                                                   ","36158.00","0.00","C-0031              "
"249","2024-04-27 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-37                                       ","Payment                                                                                                                                                                                                 ","0.00","36158.00","C-0031              "
"252","2024-04-28 00:00:00","BARK N' PURR                                                                                                                                                                                            ","INV-2024-40                                       ","Sales                                                                                                                                                                                                   ","82350.00","0.00","C-0005              "
"253","2024-04-28 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-40                                       ","Payment                                                                                                                                                                                                 ","0.00","82350.00","C-0005              "
"254","2024-04-28 00:00:00","JD Pet Clinic                                                                                                                                                                                           ","INV-2024-41                                       ","Sales                                                                                                                                                                                                   ","5205.00","0.00","C-0002              "
"255","2024-04-28 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-41                                       ","Payment                                                                                                                                                                                                 ","0.00","5205.00","C-0002              "
"256","2024-04-29 00:00:00","BLUE'S PET CLINIC                                                                                                                                                                                       ","INV-2024-42                                       ","Sales                                                                                                                                                                                                   ","36126.00","0.00","C-0004              "
"257","2024-04-29 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-42                                       ","Payment                                                                                                                                                                                                 ","0.00","36126.00","C-0004              "
"258","2024-04-22 00:00:00","Cash Account                                                                                                                                                                                            ","C-0009 - T-13                                     ","Payment                                                                                                                                                                                                 ","0.00","35478.00","C-0009              "
"259","2024-04-29 00:00:00","Cash Account                                                                                                                                                                                            ","C-0009 - T-14                                     ","Payment                                                                                                                                                                                                 ","0.00","31406.00","C-0009              "
"260","2024-04-30 00:00:00","MS ENTERPRISES                                                                                                                                                                                          ","INV-2024-43                                       ","Sales                                                                                                                                                                                                   ","53560.00","0.00","C-0010              "
"261","2024-05-02 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-43                                       ","Payment                                                                                                                                                                                                 ","0.00","53560.00","C-0010              "
"262","2024-04-30 00:00:00","The Nest                                                                                                                                                                                                ","INV-2024-44                                       ","Sales                                                                                                                                                                                                   ","1187.00","0.00","C-0006              "
"263","2024-05-02 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-44                                       ","Payment                                                                                                                                                                                                 ","0.00","1187.00","C-0006              "
"264","2024-04-30 00:00:00","MS ENTERPRISES                                                                                                                                                                                          ","INV-2024-45                                       ","Sales                                                                                                                                                                                                   ","9297.45","0.00","C-0010              "
"265","2024-05-02 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-45                                       ","Payment                                                                                                                                                                                                 ","0.00","9297.45","C-0010              "
"266","2024-05-02 00:00:00","HARRIS MART                                                                                                                                                                                             ","INV-2024-46                                       ","Sales                                                                                                                                                                                                   ","17204.00","0.00","C-0019              "
"1268","2024-05-04 00:00:00","JJJ Birds                                                                                                                                                                                               ","INV-2024-48                                       ","Sales                                                                                                                                                                                                   ","33741.00","0.00","C-0009              "
"1269","2024-05-06 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-48                                       ","Payment                                                                                                                                                                                                 ","0.00","33741.00","C-0009              "
"1270","2024-05-04 00:00:00","AQUA STREET                                                                                                                                                                                             ","INV-2024-49                                       ","Sales                                                                                                                                                                                                   ","4163.00","0.00","C-0021              "
"1271","2024-05-06 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-49                                       ","Payment                                                                                                                                                                                                 ","0.00","4163.00","C-0021              "
"1272","2024-05-06 00:00:00","JJJ Birds                                                                                                                                                                                               ","INV-2024-50                                       ","Sales                                                                                                                                                                                                   ","3802.00","0.00","C-0009              "
"1275","2024-05-06 00:00:00","The Nest                                                                                                                                                                                                ","INV-2024-51                                       ","Sales                                                                                                                                                                                                   ","4065.00","0.00","C-0006              "
"1276","2024-05-06 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-51                                       ","Payment                                                                                                                                                                                                 ","0.00","4065.00","C-0006              "
"1277","2024-05-07 00:00:00","LORDS PET WORLD                                                                                                                                                                                         ","INV-2024-52                                       ","Sales                                                                                                                                                                                                   ","21458.00","0.00","C-0032              "
"1278","2024-05-07 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-52                                       ","Payment                                                                                                                                                                                                 ","0.00","21458.00","C-0032              "
"1279","2024-05-07 00:00:00","JOYRA TRADERS                                                                                                                                                                                           ","INV-2024-53                                       ","Sales                                                                                                                                                                                                   ","8004.00","0.00","C-0027              "
"1280","2024-05-07 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-53                                       ","Payment                                                                                                                                                                                                 ","0.00","8004.00","C-0027              "
"1281","2024-05-08 00:00:00","BARK N' PURR                                                                                                                                                                                            ","INV-2024-54                                       ","Sales                                                                                                                                                                                                   ","4442.00","0.00","C-0005              "
"1282","2024-05-08 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-54                                       ","Payment                                                                                                                                                                                                 ","0.00","4442.00","C-0005              "
"1283","2024-05-09 00:00:00","The Nest                                                                                                                                                                                                ","INV-2024-55                                       ","Sales                                                                                                                                                                                                   ","3559.00","0.00","C-0006              "
"1284","2024-05-09 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-55                                       ","Payment                                                                                                                                                                                                 ","0.00","3559.00","C-0006              "
"1285","2024-05-09 00:00:00","JJ AQUARIUM                                                                                                                                                                                             ","INV-2024-56                                       ","Sales                                                                                                                                                                                                   ","3523.00","0.00","C-0024              "
"1286","2024-05-09 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-56                                       ","Payment                                                                                                                                                                                                 ","0.00","3523.00","C-0024              "
"1287","2024-05-09 00:00:00","JD Pet Clinic                                                                                                                                                                                           ","INV-2024-57                                       ","Sales                                                                                                                                                                                                   ","3386.00","0.00","C-0002              "
"1288","2024-05-09 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-57                                       ","Payment                                                                                                                                                                                                 ","0.00","3386.00","C-0002              "
"1289","2024-05-09 00:00:00","ELLA PET CLINIC                                                                                                                                                                                         ","INV-2024-58                                       ","Sales                                                                                                                                                                                                   ","9931.00","0.00","C-0033              "
"1290","2024-05-09 00:00:00","VM Pets Mart                                                                                                                                                                                            ","INV-2024-59                                       ","Sales                                                                                                                                                                                                   ","6730.00","0.00","C-0011              "
"1291","2024-05-09 00:00:00","VM Pets Mart                                                                                                                                                                                            ","INV-2024-60                                       ","Sales                                                                                                                                                                                                   ","469.00","0.00","C-0011              "
"1292","2024-05-09 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-60                                       ","Payment                                                                                                                                                                                                 ","0.00","469.00","C-0011              "
"2290","2024-05-11 00:00:00","MS ENTERPRISES                                                                                                                                                                                          ","INV-2024-61                                       ","Sales                                                                                                                                                                                                   ","69831.00","0.00","C-0010              "
"2291","2024-05-11 00:00:00","MS ENTERPRISES                                                                                                                                                                                          ","INV-2024-62                                       ","Sales                                                                                                                                                                                                   ","24589.50","0.00","C-0010              "
"2292","2024-05-11 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-62                                       ","Payment                                                                                                                                                                                                 ","0.00","24589.50","C-0010              "
"2293","2024-05-13 00:00:00","JD Pet Clinic                                                                                                                                                                                           ","INV-2024-63                                       ","Sales                                                                                                                                                                                                   ","1500.00","0.00","C-0002              "
"2294","2024-05-13 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-63                                       ","Payment                                                                                                                                                                                                 ","0.00","1500.00","C-0002              "
"2295","2024-05-13 00:00:00","JD Pet Clinic                                                                                                                                                                                           ","INV-2024-64                                       ","Sales                                                                                                                                                                                                   ","719.00","0.00","C-0002              "
"2296","2024-05-13 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-64                                       ","Payment                                                                                                                                                                                                 ","0.00","719.00","C-0002              "
"2297","2024-05-13 00:00:00","MS ENTERPRISES                                                                                                                                                                                          ","INV-2024-65                                       ","Sales                                                                                                                                                                                                   ","10028.83","0.00","C-0010              "
"2298","2024-05-16 00:00:00","LORDS PET WORLD                                                                                                                                                                                         ","INV-2024-66                                       ","Sales                                                                                                                                                                                                   ","35596.00","0.00","C-0032              "
"2299","2024-05-17 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-66                                       ","Payment                                                                                                                                                                                                 ","0.00","35596.00","C-0032              "
"2300","2024-05-20 00:00:00","JD Pet Clinic                                                                                                                                                                                           ","INV-2024-67                                       ","Sales                                                                                                                                                                                                   ","5310.00","0.00","C-0002              "
"2301","2024-05-20 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-67                                       ","Payment                                                                                                                                                                                                 ","0.00","5310.00","C-0002              "
"2302","2024-05-21 00:00:00","SADIQ BHAI PHARMA PRIVATE LIMITED                                                                                                                                                                       ","INV-2024-68                                       ","Sales                                                                                                                                                                                                   ","26427.00","0.00","C-0031              "
"2303","2024-05-21 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-68                                       ","Payment                                                                                                                                                                                                 ","0.00","26427.00","C-0031              "
"2304","2024-05-21 00:00:00","BARK N' PURR                                                                                                                                                                                            ","INV-2024-69                                       ","Sales                                                                                                                                                                                                   ","16524.00","0.00","C-0005              "
"2305","2024-05-21 00:00:00","DHINESH                                                                                                                                                                                                 ","INV-2024-70                                       ","Sales                                                                                                                                                                                                   ","46187.00","0.00","C-0028              "
"2306","2024-05-21 00:00:00","JOYRA TRADERS                                                                                                                                                                                           ","INV-2024-71                                       ","Sales                                                                                                                                                                                                   ","5192.00","0.00","C-0027              "
"2307","2024-05-21 00:00:00","AQUA STREET                                                                                                                                                                                             ","INV-2024-72                                       ","Sales                                                                                                                                                                                                   ","9203.00","0.00","C-0021              "
"2308","2024-05-22 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-72                                       ","Payment                                                                                                                                                                                                 ","0.00","9203.00","C-0021              "
"2309","2024-05-22 00:00:00","PETS SPARK                                                                                                                                                                                              ","INV-2024-73                                       ","Sales                                                                                                                                                                                                   ","30636.00","0.00","C-0029              "
"2310","2024-05-22 00:00:00","JD Pet Clinic                                                                                                                                                                                           ","INV-2024-74                                       ","Sales                                                                                                                                                                                                   ","1710.00","0.00","C-0002              "
"2311","2024-05-22 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-74                                       ","Payment                                                                                                                                                                                                 ","0.00","1710.00","C-0002              "
"2312","2024-05-22 00:00:00","NSK Pet Clinic                                                                                                                                                                                          ","INV-2024-75                                       ","Sales                                                                                                                                                                                                   ","1556.00","0.00","C-0001              "
"2313","2024-05-22 00:00:00","The Nest                                                                                                                                                                                                ","INV-2024-76                                       ","Sales                                                                                                                                                                                                   ","1969.00","0.00","C-0006              "
"2314","2024-05-22 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-76                                       ","Payment                                                                                                                                                                                                 ","0.00","1969.00","C-0006              "
"2315","2024-05-22 00:00:00","JD Pet Clinic                                                                                                                                                                                           ","INV-2024-77                                       ","Sales                                                                                                                                                                                                   ","810.00","0.00","C-0002              "
"2316","2024-05-22 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2024-77                                       ","Payment                                                                                                                                                                                                 ","0.00","810.00","C-0002              "
