"Id","Date","Name","LedgerNo","Label","Debit","Credit","PartyID"
"70","2023-11-17 00:00:00","MS ENTERPRISES                                                                                                                                                                                          ","INV-2023-127                                      ","Sales                                                                                                                                                                                                   ","40290.00","0.00","C-0010              "
"71","2023-11-17 00:00:00","HAPPY PETS INTERNATIONAL                                                                                                                                                                                ","INV-2023-128                                      ","Sales                                                                                                                                                                                                   ","19883.00","0.00","C-0015              "
"72","2023-11-19 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2023-128                                      ","Payment                                                                                                                                                                                                 ","0.00","19883.00","C-0015              "
"73","2023-11-18 00:00:00","JJJ Birds                                                                                                                                                                                               ","INV-2023-129                                      ","Sales                                                                                                                                                                                                   ","14640.00","0.00","C-0009              "
"76","2023-11-20 00:00:00","BARK N' PURR                                                                                                                                                                                            ","INV-2023-130                                      ","Sales                                                                                                                                                                                                   ","12939.00","0.00","C-0005              "
"77","2023-11-20 00:00:00","S.S.PET CLINIC                                                                                                                                                                                          ","INV-2023-131                                      ","Sales                                                                                                                                                                                                   ","5678.00","0.00","C-0016              "
"78","2023-11-20 00:00:00","JD Pet Clinic                                                                                                                                                                                           ","INV-2023-132                                      ","Sales                                                                                                                                                                                                   ","2156.00","0.00","C-0002              "
"79","2023-10-25 00:00:00","Dr Bose & Bose Bird and Animal Hospital                                                                                                                                                                 ","INV-2023-114                                      ","Sales                                                                                                                                                                                                   ","2289.00","0.00","C-0012              "
"80","2023-11-28 00:00:00","Jinu                                                                                                                                                                                                    ","INV-2023-133                                      ","Sales                                                                                                                                                                                                   ","10062.00","0.00","C-0007              "
"81","2023-11-28 00:00:00","JJJ Birds                                                                                                                                                                                               ","INV-2023-134                                      ","Sales                                                                                                                                                                                                   ","13932.00","0.00","C-0009              "
"82","2023-11-04 00:00:00","Cash Account                                                                                                                                                                                            ","C-0009 - T-2                                      ","Payment                                                                                                                                                                                                 ","0.00","19811.00","C-0009              "
"83","2023-11-08 00:00:00","Cash Account                                                                                                                                                                                            ","C-0009 - T-3                                      ","Payment                                                                                                                                                                                                 ","0.00","2900.00","C-0009              "
"84","2023-11-28 00:00:00","Cash Account                                                                                                                                                                                            ","C-0009 - T-4                                      ","Payment                                                                                                                                                                                                 ","0.00","20945.00","C-0009              "
"85","2023-11-30 00:00:00","JD Pet Clinic                                                                                                                                                                                           ","INV-2023-135                                      ","Sales                                                                                                                                                                                                   ","1433.00","0.00","C-0002              "
"86","2023-12-01 00:00:00","VM Pets Mart                                                                                                                                                                                            ","INV-2023-136                                      ","Sales                                                                                                                                                                                                   ","5378.00","0.00","C-0011              "
"90","2023-12-12 00:00:00","BARK N' PURR                                                                                                                                                                                            ","INV-2023-138                                      ","Sales                                                                                                                                                                                                   ","22368.00","0.00","C-0005              "
"91","2023-12-12 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2023-138                                      ","Payment                                                                                                                                                                                                 ","0.00","22368.00","C-0005              "
"92","2023-12-12 00:00:00","JJJ Birds                                                                                                                                                                                               ","INV-2023-139                                      ","Sales                                                                                                                                                                                                   ","45888.00","0.00","C-0009              "
"93","2023-12-05 00:00:00","HAPPY PETS INTERNATIONAL                                                                                                                                                                                ","INV-2023-137                                      ","Sales                                                                                                                                                                                                   ","36600.00","0.00","C-0015              "
"94","2023-12-12 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2023-137                                      ","Payment                                                                                                                                                                                                 ","0.00","36600.00","C-0015              "
"95","2023-12-12 00:00:00","HAPPY PETS INTERNATIONAL                                                                                                                                                                                ","INV-2023-140                                      ","Sales                                                                                                                                                                                                   ","3743.00","0.00","C-0015              "
"96","2023-12-12 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2023-140                                      ","Payment                                                                                                                                                                                                 ","0.00","3743.00","C-0015              "
"97","2023-12-12 00:00:00","HAPPY PETS INTERNATIONAL                                                                                                                                                                                ","INV-2023-141                                      ","Sales                                                                                                                                                                                                   ","11380.00","0.00","C-0015              "
"98","2023-12-12 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2023-141                                      ","Payment                                                                                                                                                                                                 ","0.00","11380.00","C-0015              "
"99","2023-12-12 00:00:00","BALAMURUGAN ENTERPRISES                                                                                                                                                                                 ","INV-2023-142                                      ","Sales                                                                                                                                                                                                   ","4158.00","0.00","C-0017              "
"100","2023-12-12 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2023-142                                      ","Payment                                                                                                                                                                                                 ","0.00","4158.00","C-0017              "
"101","2023-12-12 00:00:00","HAPPY PETS INTERNATIONAL                                                                                                                                                                                ","INV-2023-144                                      ","Sales                                                                                                                                                                                                   ","6188.30","0.00","C-0015              "
"103","2023-12-21 00:00:00","The Nest                                                                                                                                                                                                ","INV-2023-145                                      ","Sales                                                                                                                                                                                                   ","5190.00","0.00","C-0006              "
"104","2023-12-21 00:00:00","JJJ Birds                                                                                                                                                                                               ","INV-2023-146                                      ","Sales                                                                                                                                                                                                   ","9504.00","0.00","C-0009              "
"105","2023-12-19 00:00:00","Cash Account                                                                                                                                                                                            ","C-0009 - T-5                                      ","Payment                                                                                                                                                                                                 ","0.00","10150.00","C-0009              "
"106","2023-12-22 00:00:00","HAPPY PETS INTERNATIONAL                                                                                                                                                                                ","INV-2023-147                                      ","Sales                                                                                                                                                                                                   ","49501.00","0.00","C-0015              "
"107","2023-12-22 00:00:00","Cash Account                                                                                                                                                                                            ","INV-2023-147                                      ","Payment                                                                                                                                                                                                 ","0.00","49501.00","C-0015              "
"108","2023-12-23 00:00:00","JD Pet Clinic                                                                                                                                                                                           ","INV-2023-148                                      ","Sales                                                                                                                                                                                                   ","4547.00","0.00","C-0002              "
"110","2023-12-23 00:00:00","MS ENTERPRISES                                                                                                                                                                                          ","INV-2023-149                                      ","Sales                                                                                                                                                                                                   ","36707.00","0.00","C-0010              "
"111","2024-01-01 00:00:00","Cash Account                                                                                                                                                                                            ","C-0009 - T-6                                      ","Payment                                                                                                                                                                                                 ","0.00","79395.00","C-0009              "
"112","2023-12-29 00:00:00","JJJ Birds                                                                                                                                                                                               ","INV-2024-150                                      ","Sales                                                                                                                                                                                                   ","41520.00","0.00","C-0009              "
"113","2024-01-02 00:00:00","JD Pet Clinic                                                                                                                                                                                           ","INV-2024-151                                      ","Sales                                                                                                                                                                                                   ","2092.00","0.00","C-0002              "
"115","2024-01-04 00:00:00","VM Pets Mart                                                                                                                                                                                            ","INV-2024-153                                      ","Sales                                                                                                                                                                                                   ","2273.00","0.00","C-0011              "
"116","2024-01-13 00:00:00","ATYOURDOORSTEPDOTIN                                                                                                                                                                                     ","INV-2024-154                                      ","Sales                                                                                                                                                                                                   ","8438.00","0.00","C-0018              "
"117","2024-01-02 00:00:00","JJJ Birds                                                                                                                                                                                               ","INV-2024-152                                      ","Sales                                                                                                                                                                                                   ","25344.00","0.00","C-0009              "
"118","2024-01-13 00:00:00","JJJ Birds                                                                                                                                                                                               ","INV-2024-155                                      ","Sales                                                                                                                                                                                                   ","13932.00","0.00","C-0009              "
"119","2024-01-12 00:00:00","JD Pet Clinic                                                                                                                                                                                           ","INV-2024-156                                      ","Sales                                                                                                                                                                                                   ","2512.00","0.00","C-0002              "
"120","2024-01-02 00:00:00","PETS HUB                                                                                                                                                                                                ","INV-2024-157                                      ","Sales                                                                                                                                                                                                   ","5320.00","0.00","C-0013              "
"122","2024-01-16 00:00:00","HARRIS MART                                                                                                                                                                                             ","INV-2024-158                                      ","Sales                                                                                                                                                                                                   ","18124.00","0.00","C-0019              "
"123","2024-01-30 00:00:00","HAPPY PETS INTERNATIONAL                                                                                                                                                                                ","INV-2024-163                                      ","Sales                                                                                                                                                                                                   ","57899.00","0.00","C-0015              "
"124","2024-01-30 00:00:00","S.S.PET CLINIC                                                                                                                                                                                          ","INV-2024-164                                      ","Sales                                                                                                                                                                                                   ","8068.00","0.00","C-0016              "
"125","2024-01-30 00:00:00","MS ENTERPRISES                                                                                                                                                                                          ","INV-2024-165                                      ","Sales                                                                                                                                                                                                   ","154230.00","0.00","C-0010              "
