"Id","ProductID","Qty","PurchaseCost","SalesCost","MRP","BatchNo","MfgDate","ExpiryDate","Barcode"
"234","181","10.00","148.00","296.61","350.00","1                                                 ","2024-03-12 00:00:00","2024-03-12 00:00:00","10181"
"235","182","10.00","148.00","296.61","350.00","1                                                 ","2024-03-12 00:00:00","2024-03-12 00:00:00","10182"
"236","183","10.00","148.00","296.61","350.00","1                                                 ","2024-03-12 00:00:00","2024-03-12 00:00:00","10183"
"237","187","32.00","56.35","80.51","95.00","1                                                 ","2024-03-12 00:00:00","2024-03-12 00:00:00","10187"
"238","188","32.00","56.35","80.51","95.00","1                                                 ","2024-03-12 00:00:00","2024-03-12 00:00:00","10188"
"239","189","32.00","56.35","80.51","95.00","1                                                 ","2024-03-12 00:00:00","2024-03-12 00:00:00","10189"
"240","190","32.00","56.35","80.51","95.00","1                                                 ","2024-03-12 00:00:00","2024-03-12 00:00:00","10190"
"241","184","10.00","89.00","178.57","200.00","1                                                 ","2024-03-12 00:00:00","2024-03-12 00:00:00","10184"
"242","185","10.00","85.00","178.57","200.00","1                                                 ","2024-03-12 00:00:00","2024-03-12 00:00:00","10185"
"243","186","10.00","138.00","275.42","325.00","1                                                 ","2024-03-12 00:00:00","2024-03-12 00:00:00","10186"
"244","191","32.00","56.35","80.51","95.00","1                                                 ","2024-03-12 00:00:00","2024-03-12 00:00:00","10191"
"245","192","1.00","2891.95","4237.29","5000.00","3                                                 ","2024-04-04 00:00:00","2024-04-04 00:00:00","10192"
"246","194","5.00","665.15","974.58","1150.00","3                                                 ","2024-04-04 00:00:00","2024-04-04 00:00:00","10194"
"247","102","1.00","260.28","381.36","450.00","4-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10102"
"248","103","0.00","260.28","381.36","450.00","4-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10103"
"249","195","2.00","1226.19","1796.61","2120.00","4-1                                               ","2024-04-05 00:00:00","2024-04-05 00:00:00","10195"
"250","110","1.00","245.82","360.17","425.00","4-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10110"
"251","112","0.00","112.79","165.25","195.00","4-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10112"
"252","113","0.00","1226.19","1796.61","2120.00","4-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10113"
"253","196","7.00","254.49","372.88","440.00","4-1                                               ","2024-04-05 00:00:00","2024-04-05 00:00:00","10196"
"254","115","0.00","112.79","165.25","195.00","4-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10115"
"255","116","4.00","1243.54","1822.03","2150.00","4-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10116"
"256","118","8.00","118.57","173.73","205.00","4-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10118"
"257","197","0.00","14.46","21.19","25.00","4-1                                               ","2024-04-05 00:00:00","2024-04-05 00:00:00","10197"
"258","123","0.00","26.03","38.14","45.00","4-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10123"
"259","198","0.00","26.03","38.14","45.00","4-1                                               ","2024-04-05 00:00:00","2024-04-05 00:00:00","10198"
"260","135","12.00","26.03","38.14","45.00","4-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10135"
"261","136","72.00","26.03","38.14","45.00","4-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10136"
"262","137","0.00","26.03","38.14","45.00","4-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10137"
"263","199","0.00","26.03","38.14","45.00","4-1                                               ","2024-04-05 00:00:00","2024-04-05 00:00:00","10199"
"264","141","0.00","57.84","84.75","100.00","4-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10141"
"265","142","0.00","57.84","84.75","100.00","4-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10142"
"266","200","0.00","2979.87","5508.47","6500.00","3-1                                               ","2024-04-13 00:00:00","2024-04-13 00:00:00","10200"
"267","201","3.00","311.74","576.27","680.00","3-1                                               ","2024-04-13 00:00:00","2024-04-13 00:00:00","10201"
"268","202","0.00","733.50","1355.93","1600.00","3                                                 ","2024-04-13 00:00:00","2024-04-13 00:00:00","10202"
"269","203","0.00","3300.77","6101.69","7200.00","3-1                                               ","2024-04-13 00:00:00","2024-04-13 00:00:00","10203"
"270","204","48.00","44.40","83.90","99.00","4-1                                               ","2024-04-13 00:00:00","2024-04-13 00:00:00","10204"
"271","205","48.00","44.40","83.90","99.00","3-1                                               ","2024-04-13 00:00:00","2024-04-13 00:00:00","10205"
"272","211","0.00","2891.95","4237.29","5000.00","4-2                                               ","2024-04-17 00:00:00","2024-04-17 00:00:00","10211"
"273","99","0.00","584.17","855.93","1010.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10099"
"274","100","0.00","584.17","855.93","1010.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10100"
"275","101","1.00","584.17","855.93","1010.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10101"
"276","102","2.00","260.28","381.36","450.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10102"
"277","103","0.00","260.28","381.36","450.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10103"
"278","104","0.00","260.28","381.36","450.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10104"
"279","105","0.00","254.49","372.88","440.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10105"
"280","206","0.00","254.49","372.88","440.00","4-2                                               ","2024-04-17 00:00:00","2024-04-17 00:00:00","10206"
"281","106","1.00","115.68","169.49","200.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10106"
"282","107","0.00","115.68","169.49","200.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10107"
"283","207","0.00","112.79","165.25","195.00","4-1                                               ","2024-04-17 00:00:00","2024-04-17 00:00:00","10207"
"284","208","2.00","112.79","165.25","195.00","4-2                                               ","2024-04-17 00:00:00","2024-04-17 00:00:00","10208"
"285","195","0.00","1226.19","1796.61","2120.00","4-2                                               ","2024-04-05 00:00:00","2024-04-05 00:00:00","10195"
"286","111","0.00","555.25","813.56","960.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10111"
"287","110","0.00","245.82","360.17","425.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10110"
"288","112","0.00","112.79","165.25","195.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10112"
"289","113","0.00","1226.19","1796.61","2120.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10113"
"290","114","4.00","549.47","805.08","950.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10114"
"291","196","0.00","254.49","372.88","440.00","4-2                                               ","2024-04-05 00:00:00","2024-04-05 00:00:00","10196"
"292","115","9.00","112.79","165.25","195.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10115"
"293","116","5.00","1243.54","1822.03","2150.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10116"
"294","117","4.00","260.28","381.36","450.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10117"
"295","118","10.00","118.57","173.73","205.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10118"
"296","123","0.00","26.03","38.14","45.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10123"
"297","124","0.00","26.03","38.14","45.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10124"
"298","128","84.00","26.03","38.14","45.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10128"
"299","130","36.00","26.03","38.14","45.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10130"
"300","209","24.00","26.03","38.14","45.00","4-1                                               ","2024-04-17 00:00:00","2024-04-17 00:00:00","10209"
"301","132","60.00","26.03","38.14","45.00","4-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10132"
"302","133","36.00","26.03","38.14","45.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10133"
"303","135","0.00","26.03","38.14","45.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10135"
"304","136","0.00","26.03","38.14","45.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10136"
"305","137","0.00","26.03","38.14","45.00","4-2                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10137"
"306","199","0.00","26.03","38.14","45.00","4-2                                               ","2024-04-05 00:00:00","2024-04-05 00:00:00","10199"
"307","210","0.00","2255.72","3305.08","3900.00","4-2                                               ","2024-04-17 00:00:00","2024-04-17 00:00:00","10210"
"308","49","3.00","343.83","635.59","750.00","4L                                                ","2023-10-21 00:00:00","2025-10-01 00:00:00","10049"
"309","66","4.00","848.11","1567.80","1850.00","4L                                                ","2023-10-01 00:00:00","2025-10-15 00:00:00","10066"
"310","203","5.00","3300.77","6101.69","7200.00","4L                                                ","2024-04-13 00:00:00","2024-04-13 00:00:00","10203"
"311","16","3.00","206.30","381.36","450.00","4L                                                ","2023-07-21 00:00:00","2025-07-21 00:00:00","100016"
"312","200","2.00","2979.87","5508.47","6500.00","4L                                                ","2024-04-13 00:00:00","2024-04-13 00:00:00","10200"
"313","51","4.00","802.27","1483.05","1750.00","4L                                                ","2023-10-21 00:00:00","2025-10-01 00:00:00","10051"
"314","4","2.00","143.48","295.76","349.00","5-1                                               ","2023-08-08 00:00:00","2025-04-08 00:00:00","100004"
"315","5","0.00","143.48","295.76","349.00","5-1                                               ","2023-08-06 00:00:00","2025-03-06 00:00:00","100005"
"316","6","0.00","143.48","295.76","349.00","5-1                                               ","2023-07-06 00:00:00","2025-02-06 00:00:00","100006"
"317","7","0.00","81.81","168.64","199.00","5-1                                               ","2023-08-24 00:00:00","2025-04-24 00:00:00","100007"
"318","8","3.00","81.81","168.64","199.00","5-1                                               ","2023-05-01 00:00:00","2025-01-01 00:00:00","100008"
"319","212","375.00","22.42","33.90","40.00","5-1                                               ","2024-05-09 00:00:00","2026-02-14 00:00:00","10212"
"320","213","375.00","22.42","33.90","40.00","5-1                                               ","2024-05-09 00:00:00","2024-05-09 00:00:00","10213"
"321","9","0.00","81.81","168.64","199.00","5-1                                               ","2023-09-04 00:00:00","2025-03-04 00:00:00","100009"
"322","207","3.00","112.79","165.25","195.00","5-1                                               ","2024-04-17 00:00:00","2024-04-17 00:00:00","10207"
"323","105","0.00","254.49","372.88","440.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10105"
"324","107","2.00","115.68","169.49","200.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10107"
"325","214","0.00","112.79","165.25","195.00","5-1                                               ","2024-05-17 00:00:00","2024-05-17 00:00:00","10214"
"326","111","2.00","555.25","813.56","960.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10111"
"327","110","0.00","245.82","360.17","425.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10110"
"328","112","0.00","112.79","165.25","195.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10112"
"329","114","0.00","549.47","805.08","950.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10114"
"330","196","5.00","254.49","372.88","440.00","5-1                                               ","2024-04-05 00:00:00","2024-04-05 00:00:00","10196"
"331","115","27.00","112.79","165.25","195.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10115"
"332","117","10.00","260.28","381.36","450.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10117"
"333","118","6.00","118.57","173.73","205.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10118"
"334","128","0.00","26.03","38.14","45.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10128"
"335","123","0.00","26.03","38.14","45.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10123"
"336","134","24.00","26.03","38.14","45.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10134"
"337","135","36.00","26.03","38.14","45.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10135"
"338","136","0.00","26.03","38.14","45.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10136"
"339","199","0.00","26.03","38.14","45.00","5-1                                               ","2024-04-05 00:00:00","2024-04-05 00:00:00","10199"
"340","137","84.00","26.03","38.14","45.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10137"
"341","141","0.00","57.84","84.75","100.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10141"
"342","142","0.00","57.84","84.75","100.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10142"
"343","143","12.00","57.84","84.75","100.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10143"
"344","144","0.00","57.84","84.75","100.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10144"
"345","164","96.00","23.14","33.90","40.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10164"
"346","165","0.00","23.14","33.90","40.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10165"
"347","163","96.00","23.14","33.90","40.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10163"
"348","168","0.00","23.14","33.90","40.00","5-1                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10168"
"349","215","3.00","260.28","381.36","450.00","6                                                 ","2024-06-03 00:00:00","2024-06-03 00:00:00","10215"
"350","103","0.00","260.28","381.36","450.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10103"
"351","104","3.00","260.28","381.36","450.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10104"
"352","206","3.00","254.49","372.88","440.00","6                                                 ","2024-04-17 00:00:00","2024-04-17 00:00:00","10206"
"353","106","36.00","115.68","169.49","200.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10106"
"354","216","48.00","112.79","165.25","195.00","6                                                 ","2024-06-03 00:00:00","2024-06-03 00:00:00","10216"
"355","207","31.00","112.79","165.25","195.00","6                                                 ","2024-04-17 00:00:00","2024-04-17 00:00:00","10207"
"356","208","47.00","112.79","165.25","195.00","6                                                 ","2024-04-17 00:00:00","2024-04-17 00:00:00","10208"
"357","214","0.00","112.79","165.25","195.00","6                                                 ","2024-05-17 00:00:00","2024-05-17 00:00:00","10214"
"358","195","0.00","1226.19","1796.61","2120.00","6                                                 ","2024-04-05 00:00:00","2024-04-05 00:00:00","10195"
"359","111","4.00","555.25","813.56","960.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10111"
"360","110","0.00","245.82","360.17","425.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10110"
"361","112","0.00","112.79","165.25","195.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10112"
"362","113","0.00","1226.19","1796.61","2120.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10113"
"363","114","0.00","549.47","805.08","950.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10114"
"364","196","2.00","254.49","372.88","440.00","6                                                 ","2024-04-05 00:00:00","2024-04-05 00:00:00","10196"
"365","115","1.00","112.79","165.25","195.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10115"
"366","116","7.00","1243.54","1822.03","2150.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10116"
"367","117","14.00","260.28","381.36","450.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10117"
"368","118","0.00","118.57","173.73","205.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10118"
"369","197","0.00","14.46","21.19","25.00","6                                                 ","2024-04-05 00:00:00","2024-04-05 00:00:00","10197"
"370","217","0.00","14.46","21.19","25.00","6                                                 ","2024-06-03 00:00:00","2024-06-03 00:00:00","10217"
"371","126","48.00","26.03","38.14","45.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10126"
"372","128","0.00","26.03","38.14","45.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10128"
"373","123","24.00","26.03","38.14","45.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10123"
"374","124","36.00","26.03","38.14","45.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10124"
"375","129","0.00","26.03","38.14","45.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10129"
"376","209","0.00","26.03","38.14","45.00","6                                                 ","2024-04-17 00:00:00","2024-04-17 00:00:00","10209"
"377","130","0.00","26.03","38.14","45.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10130"
"378","132","36.00","26.03","38.14","45.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10132"
"379","133","48.00","26.03","38.14","45.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10133"
"380","134","36.00","26.03","38.14","45.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10134"
"381","136","0.00","26.03","38.14","45.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10136"
"382","218","96.00","40.49","59.32","70.00","6                                                 ","2024-06-03 00:00:00","2024-06-03 00:00:00","10218"
"383","219","48.00","40.49","59.32","70.00","6                                                 ","2024-06-04 00:00:00","2024-06-04 00:00:00","10219"
"384","220","96.00","40.49","59.32","70.00","6                                                 ","2024-06-04 00:00:00","2024-06-04 00:00:00","10220"
"385","139","144.00","40.49","59.32","70.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10139"
"386","140","48.00","40.49","59.32","70.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10140"
"387","221","0.00","57.84","84.75","100.00","6                                                 ","2024-06-04 00:00:00","2024-06-04 00:00:00","10221"
"388","222","12.00","57.84","84.75","100.00","6                                                 ","2024-06-04 00:00:00","2024-06-04 00:00:00","10222"
"389","149","4.00","1706.25","2500.00","2950.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10149"
"390","210","1.00","2255.72","3305.08","3900.00","6                                                 ","2024-04-17 00:00:00","2024-04-17 00:00:00","10210"
"391","223","0.00","2226.80","3262.71","3850.00","6                                                 ","2024-06-04 00:00:00","2024-06-04 00:00:00","10223"
"392","224","0.00","416.44","610.17","720.00","6                                                 ","2024-06-04 00:00:00","2024-06-04 00:00:00","10224"
"393","225","16.00","219.79","322.03","380.00","6                                                 ","2024-06-04 00:00:00","2024-06-04 00:00:00","10225"
"394","226","38.00","78.08","114.41","135.00","6                                                 ","2024-06-04 00:00:00","2024-06-04 00:00:00","10226"
"395","158","0.00","3354.66","4915.25","5800.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10158"
"396","159","1.00","1879.77","2754.24","3250.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10159"
"397","227","9.00","636.23","932.20","1100.00","6                                                 ","2024-06-04 00:00:00","2024-06-04 00:00:00","10227"
"398","160","21.00","225.57","330.51","390.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10160"
"399","228","13.00","665.15","974.58","1150.00","6                                                 ","2024-06-04 00:00:00","2024-06-04 00:00:00","10228"
"400","162","21.00","228.46","334.75","395.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10162"
"401","164","120.00","23.14","33.90","40.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10164"
"402","167","0.00","23.14","33.90","40.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10167"
"403","168","144.00","23.14","33.90","40.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10168"
"404","171","6.00","57.84","84.75","100.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10171"
"405","170","0.00","57.84","84.75","100.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10170"
"406","169","0.00","57.84","84.75","100.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10169"
"407","172","0.00","57.84","84.75","100.00","6                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10172"
"408","1","10.00","871.04","1610.17","1900.00","6                                                 ","2023-08-18 00:00:00","2025-08-18 00:00:00","100001"
"409","16","4.00","206.30","381.36","450.00","6                                                 ","2023-07-21 00:00:00","2025-07-21 00:00:00","100016"
"410","2","3.00","1008.57","1864.41","2200.00","6                                                 ","2023-09-16 00:00:00","2025-09-16 00:00:00","100002"
"411","17","5.00","197.13","364.41","430.00","6                                                 ","2023-08-07 00:00:00","2025-08-07 00:00:00","100017"
"412","3","5.00","916.88","1694.92","2000.00","6                                                 ","2023-09-15 00:00:00","2025-09-15 00:00:00","100003"
"413","229","13.00","3741.75","5083.90","5999.00","6                                                 ","2024-06-04 00:00:00","2024-06-04 00:00:00","10229"
"414","18","16.00","187.96","347.46","410.00","X                                                 ","2023-08-08 00:00:00","2025-08-08 00:00:00","100018"
"415","16","39.00","206.30","381.36","450.00","x                                                 ","2023-07-21 00:00:00","2025-07-21 00:00:00","100016"
"416","17","50.00","197.13","364.41","430.00","x                                                 ","2023-08-07 00:00:00","2025-08-07 00:00:00","100017"
"417","192","3.00","2891.95","4237.29","5000.00","8                                                 ","2024-04-04 00:00:00","2024-04-04 00:00:00","10192"
"418","195","0.00","1226.19","1796.61","2120.00","8                                                 ","2024-04-05 00:00:00","2024-04-05 00:00:00","10195"
"419","110","26.00","245.82","360.17","425.00","8                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10110"
"420","112","2.00","112.79","165.25","195.00","8                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10112"
"421","196","0.00","254.49","372.88","440.00","8                                                 ","2024-04-05 00:00:00","2024-04-05 00:00:00","10196"
"422","117","0.00","260.28","381.36","450.00","8                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10117"
"423","230","0.00","2891.95","4237.29","5000.00","8                                                 ","2024-07-02 00:00:00","2024-07-02 00:00:00","10230"
"424","124","36.00","26.03","38.14","45.00","8                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10124"
"425","96","3.00","1272.46","1864.41","2200.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10096"
"426","97","0.00","1260.89","1847.46","2180.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10097"
"427","98","0.00","1260.89","1847.46","2180.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10098"
"428","99","10.00","584.17","855.93","1010.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10099"
"429","100","5.00","584.17","855.93","1010.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10100"
"430","101","3.00","584.17","855.93","1010.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10101"
"431","102","15.00","260.28","381.36","450.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10102"
"432","103","23.00","260.28","381.36","450.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10103"
"433","206","12.00","254.49","372.88","440.00","7                                                 ","2024-04-17 00:00:00","2024-04-17 00:00:00","10206"
"434","106","23.00","115.68","169.49","200.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10106"
"435","107","14.00","115.68","169.49","200.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10107"
"436","207","13.00","112.79","165.25","195.00","7                                                 ","2024-04-17 00:00:00","2024-04-17 00:00:00","10207"
"437","214","32.00","112.79","165.25","195.00","7                                                 ","2024-05-17 00:00:00","2024-05-17 00:00:00","10214"
"438","111","0.00","555.25","813.56","960.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10111"
"439","114","0.00","549.47","805.08","950.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10114"
"440","196","4.00","254.49","372.88","440.00","7                                                 ","2024-04-05 00:00:00","2024-04-05 00:00:00","10196"
"441","118","0.00","118.57","173.73","205.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10118"
"442","131","0.00","26.03","38.14","45.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10131"
"443","136","0.00","26.03","38.14","45.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10136"
"444","199","0.00","26.03","38.14","45.00","7                                                 ","2024-04-05 00:00:00","2024-04-05 00:00:00","10199"
"445","149","0.00","1706.25","2500.00","2950.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10149"
"446","210","0.00","2255.72","3305.08","3900.00","7                                                 ","2024-04-17 00:00:00","2024-04-17 00:00:00","10210"
"447","151","6.00","211.11","309.32","365.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10151"
"448","152","0.00","72.30","105.93","125.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10152"
"449","156","1.00","1821.93","2669.49","3150.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10156"
"450","157","0.00","1041.10","1525.42","1800.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10157"
"451","225","0.00","219.79","322.03","380.00","7                                                 ","2024-06-04 00:00:00","2024-06-04 00:00:00","10225"
"452","226","13.00","78.08","114.41","135.00","7                                                 ","2024-06-04 00:00:00","2024-06-04 00:00:00","10226"
"453","231","0.00","1995.44","2923.73","3450.00","7                                                 ","2024-07-02 00:00:00","2024-07-02 00:00:00","10231"
"454","228","0.00","665.15","974.58","1150.00","7                                                 ","2024-06-04 00:00:00","2024-06-04 00:00:00","10228"
"455","162","9.00","228.46","334.75","395.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10162"
"456","135","0.00","26.03","38.14","45.00","7                                                 ","2024-03-10 00:00:00","2024-03-10 00:00:00","10135"
"457","232","12.00","115.10","168.64","199.00","7                                                 ","2024-07-02 00:00:00","2024-07-02 00:00:00","10232"
"458","16","8.00","206.30","381.36","450.00","8                                                 ","2023-07-21 00:00:00","2025-07-21 00:00:00","100016"
"459","17","11.00","197.13","364.41","430.00","8                                                 ","2023-08-07 00:00:00","2025-08-07 00:00:00","100017"
"460","18","0.00","187.96","347.46","410.00","7                                                 ","2023-08-08 00:00:00","2025-08-08 00:00:00","100018"
"461","233","4.00","518.48","805.08","950.00","7                                                 ","2024-07-02 00:00:00","2024-07-02 00:00:00","10233"
"462","1","0.00","871.04","1610.17","1900.00","7                                                 ","2023-08-18 00:00:00","2025-08-18 00:00:00","100001"
"463","16","0.00","206.30","381.36","450.00","7                                                 ","2023-07-21 00:00:00","2025-07-21 00:00:00","100016"
"464","234","3.00","545.22","846.61","999.00","7                                                 ","2024-07-02 00:00:00","2024-07-02 00:00:00","10234"
"465","2","9.00","1008.57","1864.41","2200.00","7C                                                ","2023-09-16 00:00:00","2025-09-16 00:00:00","100002"
"466","235","3.00","523.93","813.56","960.00","7                                                 ","2024-07-02 00:00:00","2024-07-02 00:00:00","10235"
"467","3","30.00","916.88","1694.92","2000.00","7C                                                ","2023-09-15 00:00:00","2025-09-15 00:00:00","100003"
"468","201","15.00","311.74","576.27","680.00","7                                                 ","2024-04-13 00:00:00","2024-04-13 00:00:00","10201"
"469","202","4.00","733.50","1355.93","1600.00","7                                                 ","2024-04-13 00:00:00","2024-04-13 00:00:00","10202"
