"SP_ID","StockID","ProductID","BatchNo","Qty","FreeQty","MRP","Price","CGSTPer","CGSTAmt","SGSTPer","SGSTAmt","IGSTPer","IGSTAmt","DiscountPer","DiscountAmt","SalesRate","TotalAmount","MfgDate","ExpiryDate"
"214","32","6","2024","36.00","","349.00","143.48","9.00","464.88","9.00","464.88","0.00","0.00","0.0000","0.00","295.76","6095.04","2023-07-06 00:00:00","2025-02-06 00:00:00"
"215","32","7","2024","72.00","","199.00","81.81","9.00","530.13","9.00","530.13","0.00","0.00","0.0000","0.00","168.64","6950.58","2023-08-24 00:00:00","2025-04-24 00:00:00"
"216","32","8","2024","72.00","","199.00","81.81","9.00","530.13","9.00","530.13","0.00","0.00","0.0000","0.00","168.64","6950.58","2023-05-01 00:00:00","2025-01-01 00:00:00"
"217","32","9","2024","72.00","","199.00","81.81","9.00","530.13","9.00","530.13","0.00","0.00","0.0000","0.00","168.64","6950.58","2023-09-04 00:00:00","2025-05-04 00:00:00"
"218","33","49","5 1","18.00","","750.00","343.83","9.00","557.00","9.00","557.00","0.00","0.00","0.0000","0.00","635.59","7302.94","2023-10-21 00:00:00","2025-10-01 00:00:00"
"219","33","66","5 1","12.00","","1850.00","848.11","9.00","915.96","9.00","915.96","0.00","0.00","0.0000","0.00","1567.80","12009.24","2023-10-01 00:00:00","2025-10-15 00:00:00"
"220","33","50","5 1","18.00","","725.00","332.37","9.00","538.44","9.00","538.44","0.00","0.00","0.0000","0.00","614.41","7059.54","2023-10-21 00:00:00","2025-10-21 00:00:00"
"221","33","51","5 1","12.00","","1750.00","802.27","9.00","866.45","9.00","866.45","0.00","0.00","0.0000","0.00","1483.05","11360.14","2023-10-21 00:00:00","2025-10-01 00:00:00"
"222","33","16","5 1","30.00","","450.00","206.30","9.00","557.01","9.00","557.01","0.00","0.00","0.0000","0.00","381.36","7303.02","2023-07-21 00:00:00","2025-07-21 00:00:00"
"223","33","2","5 1","30.00","","2200.00","1008.57","9.00","2723.14","9.00","2723.14","0.00","0.00","0.0000","0.00","1864.41","35703.38","2023-09-16 00:00:00","2025-09-16 00:00:00"
"224","33","17","5 1","30.00","","430.00","197.13","9.00","532.25","9.00","532.25","0.00","0.00","0.0000","0.00","364.41","6978.40","2023-08-07 00:00:00","2025-08-07 00:00:00"
"225","33","3","5 1","30.00","","2000.00","916.88","9.00","2475.58","9.00","2475.58","0.00","0.00","0.0000","0.00","1694.92","32457.56","2023-09-15 00:00:00","2025-09-15 00:00:00"
"226","33","18","5 1","30.00","","410.00","187.96","9.00","507.49","9.00","507.49","0.00","0.00","0.0000","0.00","347.46","6653.78","2023-08-08 00:00:00","2025-08-08 00:00:00"
"227","33","1","5 1","30.00","","1900.00","871.04","9.00","2351.81","9.00","2351.81","0.00","0.00","0.0000","0.00","1610.17","30834.82","2023-08-18 00:00:00","2025-08-18 00:00:00"
"228","34","18","5 1","54.00","","410.00","187.96","9.00","913.49","9.00","913.49","0.00","0.00","0.0000","0.00","347.46","11976.82","2023-08-08 00:00:00","2025-08-08 00:00:00"
"229","34","16","5 1","90.00","","450.00","206.30","9.00","1671.03","9.00","1671.03","0.00","0.00","0.0000","0.00","381.36","21909.06","2023-07-21 00:00:00","2025-07-21 00:00:00"
"230","34","17","5 1","96.00","","430.00","197.13","9.00","1703.20","9.00","1703.20","0.00","0.00","0.0000","0.00","364.41","22330.88","2023-08-07 00:00:00","2025-08-07 00:00:00"
"231","34","53","5 1","66.00","","410.00","192.05","9.00","1140.78","9.00","1140.78","0.00","0.00","0.0000","0.00","347.46","14956.86","2023-10-21 00:00:00","2025-10-01 00:00:00"
"232","34","52","5 1","18.00","","450.00","210.78","9.00","341.46","9.00","341.46","0.00","0.00","0.0000","0.00","381.36","4476.96","2023-10-21 00:00:00","2025-10-01 00:00:00"
"233","34","70","5 1","18.00","","430.00","197.13","9.00","319.35","9.00","319.35","0.00","0.00","0.0000","0.00","364.41","4187.04","2023-12-01 00:00:00","2025-12-01 00:00:00"
"234","35","73","1","4.00","","1010.00","616.15","9.00","221.81","9.00","221.81","0.00","0.00","0.0000","0.00","855.93","2908.22","2024-01-16 00:00:00","2025-09-08 00:00:00"
"235","35","74","1","8.00","","960.00","585.78","9.00","421.76","9.00","421.76","0.00","0.00","0.0000","0.00","813.56","5529.76","2024-01-16 00:00:00","2024-01-16 00:00:00"
"236","35","75","1","12.00","","425.00","259.34","9.00","280.09","9.00","280.09","0.00","0.00","0.0000","0.00","360.17","3672.26","2024-01-16 00:00:00","2024-01-16 00:00:00"
"237","35","76","1","18.00","","195.00","118.99","9.00","192.76","9.00","192.76","0.00","0.00","0.0000","0.00","165.25","2527.34","2024-01-16 00:00:00","2024-01-16 00:00:00"
"238","35","77","1","6.00","","450.00","274.59","9.00","148.28","9.00","148.28","0.00","0.00","0.0000","0.00","381.36","1944.10","2024-01-16 00:00:00","2024-01-16 00:00:00"
"239","35","78","1","4.00","","450.00","307.98","9.00","110.87","9.00","110.87","0.00","0.00","0.0000","0.00","381.36","1453.66","2024-01-16 00:00:00","2024-01-16 00:00:00"
"240","36","79","1","18.00","","195.00","118.99","9.00","192.76","9.00","192.76","0.00","0.00","0.0000","0.00","165.25","2527.34","2024-01-16 00:00:00","2024-01-16 00:00:00"
"241","36","80","1","18.00","","195.00","118.99","9.00","192.76","9.00","192.76","0.00","0.00","0.0000","0.00","165.25","2527.34","2024-01-16 00:00:00","2024-01-16 00:00:00"
"242","36","81","1","18.00","","200.00","122.04","9.00","197.70","9.00","197.70","0.00","0.00","0.0000","0.00","169.49","2592.12","2024-01-16 00:00:00","2024-01-16 00:00:00"
"243","36","82","1","4.00","","950.00","579.69","9.00","208.69","9.00","208.69","0.00","0.00","0.0000","0.00","805.08","2736.14","2024-01-16 00:00:00","2024-01-16 00:00:00"
"244","36","83","1","36.00","","195.00","118.99","9.00","385.53","9.00","385.53","0.00","0.00","0.0000","0.00","165.25","5054.70","2024-01-16 00:00:00","2024-01-16 00:00:00"
"245","36","84","1","4.00","","1010.00","642.58","9.00","231.33","9.00","231.33","0.00","0.00","0.0000","0.00","855.93","3032.98","2024-01-16 00:00:00","2024-01-16 00:00:00"
"246","36","85","1","18.00","","195.00","118.99","9.00","192.76","9.00","192.76","0.00","0.00","0.0000","0.00","165.25","2527.34","2024-01-16 00:00:00","2024-01-16 00:00:00"
"247","36","86","1","18.00","","200.00","122.04","9.00","197.70","9.00","197.70","0.00","0.00","0.0000","0.00","169.49","2592.12","2024-01-16 00:00:00","2024-01-16 00:00:00"
"248","36","88","1","6.00","","440.00","268.48","9.00","144.98","9.00","144.98","0.00","0.00","0.0000","0.00","372.88","1900.84","2024-01-16 00:00:00","2024-01-16 00:00:00"
"249","36","87","1","6.00","","440.00","268.48","9.00","144.98","9.00","144.98","0.00","0.00","0.0000","0.00","372.88","1900.84","2024-01-16 00:00:00","2024-01-16 00:00:00"
"250","36","89","1","6.00","","440.00","268.48","9.00","144.98","9.00","144.98","0.00","0.00","0.0000","0.00","372.88","1900.84","2024-01-16 00:00:00","2024-01-16 00:00:00"
"251","37","90","12","36.00","","205.00","126.82","9.00","410.90","9.00","410.90","0.00","0.00","0.0000","0.00","173.73","5387.39","2024-01-16 00:00:00","2024-01-16 00:00:00"
"252","38","4","2024 1","36.00","","349.00","143.48","9.00","464.88","9.00","464.88","0.00","0.00","0.0000","0.00","295.76","6095.04","2023-08-08 00:00:00","2025-07-16 00:00:00"
"253","38","5","2024","36.00","","349.00","143.48","9.00","464.88","9.00","464.88","0.00","0.00","0.0000","0.00","295.76","6095.04","2023-08-06 00:00:00","2025-03-06 00:00:00"
"254","38","6","2024 1","36.00","","349.00","143.48","9.00","464.88","9.00","464.88","0.00","0.00","0.0000","0.00","295.76","6095.04","2023-07-06 00:00:00","2025-02-06 00:00:00"
"255","38","7","2024 1","96.00","","199.00","81.81","9.00","706.84","9.00","706.84","0.00","0.00","0.0000","0.00","168.64","9267.44","2023-08-24 00:00:00","2025-04-24 00:00:00"
"256","38","8","2024 1","96.00","","199.00","81.81","9.00","706.84","9.00","706.84","0.00","0.00","0.0000","0.00","168.64","9267.44","2023-05-01 00:00:00","2025-01-01 00:00:00"
"257","38","9","2024 1","96.00","","199.00","81.81","9.00","706.84","9.00","706.84","0.00","0.00","0.0000","0.00","168.64","9267.44","2023-09-04 00:00:00","2025-05-04 00:00:00"
"258","38","91","2024 1","36.00","","220.00","90.44","9.00","293.03","9.00","293.03","0.00","0.00","0.0000","0.00","186.44","3841.90","2024-02-09 00:00:00","2026-10-13 00:00:00"
"259","38","92","2024 1","36.00","","220.00","90.44","9.00","293.03","9.00","293.03","0.00","0.00","0.0000","0.00","186.44","3841.90","2024-02-09 00:00:00","2026-09-16 00:00:00"
"260","38","93","2024 1","36.00","","220.00","90.44","9.00","293.03","9.00","293.03","0.00","0.00","0.0000","0.00","186.44","3841.90","2024-02-09 00:00:00","2024-02-09 00:00:00"
"261","39","2","5 1","60.00","","2200.00","1008.57","9.00","5446.28","9.00","5446.28","0.00","0.00","0.0000","0.00","1864.41","71406.76","2023-09-16 00:00:00","2025-09-16 00:00:00"
"262","39","3","5 1","75.00","","2000.00","916.88","9.00","6188.94","9.00","6188.94","0.00","0.00","0.0000","0.00","1694.92","81143.88","2023-09-15 00:00:00","2025-09-15 00:00:00"
"263","40","71","RZVP130723","450.00","","50.00","24.16","9.00","978.48","9.00","978.48","0.00","0.00","0.0000","0.00","42.37","12828.96","2023-12-01 00:00:00","2025-12-01 00:00:00"
"264","40","72","RZVA020723","450.00","","50.00","24.16","9.00","978.48","9.00","978.48","0.00","0.00","0.0000","0.00","42.37","12828.96","2023-12-01 00:00:00","2025-12-01 00:00:00"
"265","40","16","5 1","60.00","","450.00","206.30","9.00","1114.02","9.00","1114.02","0.00","0.00","0.0000","0.00","381.36","14606.04","2023-07-21 00:00:00","2025-07-21 00:00:00"
"266","40","2","5 1","25.00","","2200.00","1008.57","9.00","2269.28","9.00","2269.28","0.00","0.00","0.0000","0.00","1864.41","29752.81","2023-09-16 00:00:00","2025-09-16 00:00:00"
"267","40","17","5 1","60.00","","430.00","197.13","9.00","1064.50","9.00","1064.50","0.00","0.00","0.0000","0.00","364.41","13956.80","2023-08-07 00:00:00","2025-08-07 00:00:00"
"268","40","3","5 1","25.00","","2000.00","916.88","9.00","2062.98","9.00","2062.98","0.00","0.00","0.0000","0.00","1694.92","27047.96","2023-09-15 00:00:00","2025-09-15 00:00:00"
"269","40","67","OGZC101123","450.00","","99.00","45.02","9.00","1823.31","9.00","1823.31","0.00","0.00","0.0000","0.00","83.90","23905.62","2023-12-06 00:00:00","2025-11-01 00:00:00"
"270","40","1","5 1","15.00","","1900.00","871.04","9.00","1175.90","9.00","1175.90","0.00","0.00","0.0000","0.00","1610.17","15417.40","2023-08-18 00:00:00","2025-08-18 00:00:00"
"271","41","94","3-1","3.00","","2200.00","1272.46","9.00","343.56","9.00","343.56","0.00","0.00","0.0000","0.00","1864.41","4504.50","2024-03-10 00:00:00","2024-03-10 00:00:00"
"272","41","95","3-1","3.00","","2180.00","1260.89","9.00","340.44","9.00","340.44","0.00","0.00","0.0000","0.00","1847.46","4463.55","2024-03-10 00:00:00","2026-01-15 00:00:00"
"273","41","96","3-1","3.00","","2200.00","1272.46","9.00","343.56","9.00","343.56","0.00","0.00","0.0000","0.00","1864.41","4504.50","2024-03-10 00:00:00","2024-03-10 00:00:00"
"274","41","97","3-1","3.00","","2180.00","1260.89","9.00","340.44","9.00","340.44","0.00","0.00","0.0000","0.00","1847.46","4463.55","2024-03-10 00:00:00","2024-03-10 00:00:00"
"275","41","98","3-1","6.00","","2180.00","1260.89","9.00","680.88","9.00","680.88","0.00","0.00","0.0000","0.00","1847.46","8927.10","2024-03-10 00:00:00","2024-03-10 00:00:00"
"276","41","99","3-1","4.00","","1010.00","584.17","9.00","210.30","9.00","210.30","0.00","0.00","0.0000","0.00","855.93","2757.28","2024-03-10 00:00:00","2024-03-10 00:00:00"
"277","41","100","3-1","4.00","","1010.00","584.17","9.00","210.30","9.00","210.30","0.00","0.00","0.0000","0.00","855.93","2757.28","2024-03-10 00:00:00","2024-03-10 00:00:00"
"278","41","101","3-1","4.00","","1010.00","584.17","9.00","210.30","9.00","210.30","0.00","0.00","0.0000","0.00","855.93","2757.28","2024-03-10 00:00:00","2024-03-10 00:00:00"
"279","41","102","3-1","6.00","","450.00","260.28","9.00","140.55","9.00","140.55","0.00","0.00","0.0000","0.00","381.36","1842.78","2024-03-10 00:00:00","2024-03-10 00:00:00"
"280","41","103","3-1","12.00","","450.00","260.28","9.00","281.10","9.00","281.10","0.00","0.00","0.0000","0.00","381.36","3685.56","2024-03-10 00:00:00","2024-03-10 00:00:00"
"281","41","104","3-1","12.00","","450.00","260.28","9.00","281.10","9.00","281.10","0.00","0.00","0.0000","0.00","381.36","3685.56","2024-03-10 00:00:00","2024-03-10 00:00:00"
"282","41","105","3-1","6.00","","440.00","254.49","9.00","137.42","9.00","137.42","0.00","0.00","0.0000","0.00","372.88","1801.78","2024-03-10 00:00:00","2024-03-10 00:00:00"
"283","41","106","3-1","18.00","","200.00","115.68","9.00","187.40","9.00","187.40","0.00","0.00","0.0000","0.00","169.49","2457.04","2024-03-10 00:00:00","2024-03-10 00:00:00"
"284","41","107","3-1","18.00","","200.00","115.68","9.00","187.40","9.00","187.40","0.00","0.00","0.0000","0.00","169.49","2457.04","2024-03-10 00:00:00","2024-03-10 00:00:00"
"285","41","111","3-1","8.00","","960.00","555.25","9.00","399.78","9.00","399.78","0.00","0.00","0.0000","0.00","813.56","5241.56","2024-03-10 00:00:00","2024-03-10 00:00:00"
"286","41","110","3-1","30.00","","425.00","245.82","9.00","663.71","9.00","663.71","0.00","0.00","0.0000","0.00","360.17","8702.02","2024-03-10 00:00:00","2024-03-10 00:00:00"
"287","41","112","3-1","18.00","","195.00","112.79","9.00","182.72","9.00","182.72","0.00","0.00","0.0000","0.00","165.25","2395.66","2024-03-10 00:00:00","2024-03-10 00:00:00"
"288","41","113","3-1","20.00","","2120.00","1226.19","9.00","2207.14","9.00","2207.14","0.00","0.00","0.0000","0.00","1796.61","28938.08","2024-03-10 00:00:00","2024-03-10 00:00:00"
"289","41","114","3-1","8.00","","950.00","549.47","9.00","395.62","9.00","395.62","0.00","0.00","0.0000","0.00","805.08","5187.00","2024-03-10 00:00:00","2024-03-10 00:00:00"
"290","41","115","3-1","18.00","","195.00","112.79","9.00","182.72","9.00","182.72","0.00","0.00","0.0000","0.00","165.25","2395.66","2024-03-10 00:00:00","2024-03-10 00:00:00"
"291","41","116","3-1","30.00","","2150.00","1243.54","9.00","3357.56","9.00","3357.56","0.00","0.00","0.0000","0.00","1822.03","44021.32","2024-03-10 00:00:00","2024-03-10 00:00:00"
"292","41","117","3-1","18.00","","450.00","260.28","9.00","421.65","9.00","421.65","0.00","0.00","0.0000","0.00","381.36","5528.34","2024-03-10 00:00:00","2024-03-10 00:00:00"
"293","41","118","3-1","18.00","","205.00","118.57","9.00","192.08","9.00","192.08","0.00","0.00","0.0000","0.00","173.73","2518.42","2024-03-10 00:00:00","2024-03-10 00:00:00"
"294","41","119","3-1","24.00","","160.00","92.54","9.00","195.89","9.00","195.89","0.00","0.00","2.0000","44.42","135.59","2568.32","2024-03-10 00:00:00","2024-03-10 00:00:00"
"295","41","120","3-1","72.00","","160.00","92.54","9.00","575.67","9.00","575.67","0.00","0.00","4.0000","266.52","135.59","7547.70","2024-03-10 00:00:00","2024-03-10 00:00:00"
"296","41","121","3-1","144.00","","25.00","14.46","9.00","187.40","9.00","187.40","0.00","0.00","0.0000","0.00","21.19","2457.04","2024-03-10 00:00:00","2024-03-10 00:00:00"
"297","41","122","3-1","144.00","","25.00","14.46","9.00","187.40","9.00","187.40","0.00","0.00","0.0000","0.00","21.19","2457.04","2024-03-10 00:00:00","2024-03-10 00:00:00"
"298","41","123","3-1","48.00","","45.00","26.03","9.00","110.20","9.00","110.20","0.00","0.00","2.0000","24.99","38.14","1444.85","2024-03-10 00:00:00","2024-03-10 00:00:00"
"299","41","124","3-1","48.00","","45.00","26.03","9.00","110.20","9.00","110.20","0.00","0.00","2.0000","24.99","38.14","1444.85","2024-03-10 00:00:00","2024-03-10 00:00:00"
"300","41","125","3-1","48.00","","45.00","26.03","9.00","110.20","9.00","110.20","0.00","0.00","2.0000","24.99","38.14","1444.85","2024-03-10 00:00:00","2024-03-10 00:00:00"
"301","41","126","3-1","48.00","","45.00","26.03","9.00","110.20","9.00","110.20","0.00","0.00","2.0000","24.99","38.14","1444.85","2024-03-10 00:00:00","2024-03-10 00:00:00"
"302","41","128","3-1","480.00","","45.00","26.03","9.00","1124.50","9.00","1124.50","0.00","0.00","0.0000","0.00","38.14","14743.40","2024-03-10 00:00:00","2024-03-10 00:00:00"
"303","41","129","3-1","144.00","","45.00","26.03","9.00","323.86","9.00","323.86","0.00","0.00","4.0000","149.93","38.14","4246.11","2024-03-10 00:00:00","2024-03-10 00:00:00"
"304","41","130","3-1","48.00","","45.00","26.03","9.00","110.20","9.00","110.20","0.00","0.00","2.0000","24.99","38.14","1444.85","2024-03-10 00:00:00","2024-03-10 00:00:00"
"305","41","131","3-1","144.00","","45.00","26.03","9.00","323.86","9.00","323.86","0.00","0.00","4.0000","149.93","38.14","4246.11","2024-03-10 00:00:00","2024-03-10 00:00:00"
"306","41","132","3-1","144.00","","45.00","26.03","9.00","323.86","9.00","323.86","0.00","0.00","4.0000","149.93","38.14","4246.11","2024-03-10 00:00:00","2024-03-10 00:00:00"
"307","41","133","3-1","48.00","","45.00","26.03","9.00","110.20","9.00","110.20","0.00","0.00","2.0000","24.99","38.14","1444.85","2024-03-10 00:00:00","2024-03-10 00:00:00"
"308","41","134","3-1","48.00","","45.00","26.03","9.00","110.20","9.00","110.20","0.00","0.00","2.0000","24.99","38.14","1444.85","2024-03-10 00:00:00","2024-03-10 00:00:00"
"309","41","135","3-1","144.00","","45.00","26.03","9.00","323.86","9.00","323.86","0.00","0.00","4.0000","149.93","38.14","4246.11","2024-03-10 00:00:00","2024-03-10 00:00:00"
"310","41","136","3-1","480.00","","45.00","26.03","9.00","1124.50","9.00","1124.50","0.00","0.00","0.0000","0.00","38.14","14743.40","2024-03-10 00:00:00","2024-03-10 00:00:00"
"311","41","137","3-1","144.00","","45.00","26.03","9.00","337.35","9.00","337.35","0.00","0.00","0.0000","0.00","38.14","4423.02","2024-03-10 00:00:00","2024-03-10 00:00:00"
"312","41","138","3-1","48.00","","70.00","40.49","9.00","171.42","9.00","171.42","0.00","0.00","2.0000","38.87","59.32","2247.49","2024-03-10 00:00:00","2024-03-10 00:00:00"
"313","41","139","3-1","48.00","","70.00","40.49","9.00","171.42","9.00","171.42","0.00","0.00","2.0000","38.87","59.32","2247.49","2024-03-10 00:00:00","2024-03-10 00:00:00"
"314","41","140","3-1","48.00","","70.00","40.49","9.00","171.42","9.00","171.42","0.00","0.00","2.0000","38.87","59.32","2247.49","2024-03-10 00:00:00","2024-03-10 00:00:00"
"315","41","141","3-1","72.00","","100.00","57.84","9.00","352.31","9.00","352.31","0.00","0.00","6.0000","249.87","84.75","4619.23","2024-03-10 00:00:00","2024-03-10 00:00:00"
"316","41","142","3-1","72.00","","100.00","57.84","9.00","352.31","9.00","352.31","0.00","0.00","6.0000","249.87","84.75","4619.23","2024-03-10 00:00:00","2024-03-10 00:00:00"
"317","41","143","3-1","72.00","","100.00","57.84","9.00","374.80","9.00","374.80","0.00","0.00","0.0000","0.00","84.75","4914.08","2024-03-10 00:00:00","2024-03-10 00:00:00"
"318","41","144","3-1","72.00","","100.00","57.84","9.00","352.31","9.00","352.31","0.00","0.00","6.0000","249.87","84.75","4619.23","2024-03-10 00:00:00","2024-03-10 00:00:00"
"319","41","145","3-1","36.00","","425.00","245.82","9.00","748.67","9.00","748.67","0.00","0.00","6.0000","530.97","360.17","9815.89","2024-03-10 00:00:00","2024-03-10 00:00:00"
"320","41","176","3-1","36.00","","425.00","245.82","9.00","748.67","9.00","748.67","0.00","0.00","6.0000","530.97","360.17","9815.89","2024-03-10 00:00:00","2024-03-10 00:00:00"
"321","41","147","3-1","36.00","","425.00","245.82","9.00","748.67","9.00","748.67","0.00","0.00","6.0000","530.97","360.17","9815.89","2024-03-10 00:00:00","2024-03-10 00:00:00"
"322","41","148","3-1","36.00","","425.00","245.82","9.00","748.67","9.00","748.67","0.00","0.00","6.0000","530.97","360.17","9815.89","2024-03-10 00:00:00","2024-03-10 00:00:00"
"323","41","149","3-1","2.00","","2950.00","1706.25","9.00","307.12","9.00","307.12","0.00","0.00","0.0000","0.00","2500.00","4026.74","2024-03-10 00:00:00","2024-03-10 00:00:00"
"324","41","150","3-1","4.00","","690.00","399.09","9.00","143.67","9.00","143.67","0.00","0.00","0.0000","0.00","584.75","1883.70","2024-03-10 00:00:00","2024-03-10 00:00:00"
"325","41","151","3-1","6.00","","365.00","211.11","9.00","114.00","9.00","114.00","0.00","0.00","0.0000","0.00","309.32","1494.66","2024-03-10 00:00:00","2024-03-10 00:00:00"
"326","41","152","3-1","18.00","","125.00","72.30","9.00","117.13","9.00","117.13","0.00","0.00","0.0000","0.00","105.93","1535.66","2024-03-10 00:00:00","2024-03-10 00:00:00"
"327","41","153","3-1","4.00","","690.00","399.09","9.00","143.67","9.00","143.67","0.00","0.00","0.0000","0.00","584.75","1883.70","2024-03-10 00:00:00","2024-03-10 00:00:00"
"328","41","154","3-1","6.00","","365.00","211.11","9.00","114.00","9.00","114.00","0.00","0.00","0.0000","0.00","309.32","1494.66","2024-03-10 00:00:00","2024-03-10 00:00:00"
"329","41","155","3-1","4.00","","690.00","399.09","9.00","143.67","9.00","143.67","0.00","0.00","0.0000","0.00","584.75","1883.70","2024-03-10 00:00:00","2024-03-10 00:00:00"
"330","41","157","3-1","2.00","","1800.00","1041.10","9.00","187.40","9.00","187.40","0.00","0.00","0.0000","0.00","1525.42","2457.00","2024-03-10 00:00:00","2024-03-10 00:00:00"
"331","41","156","3-1","1.00","","3150.00","1821.93","9.00","163.97","9.00","163.97","0.00","0.00","0.0000","0.00","2669.49","2149.87","2024-03-10 00:00:00","2024-03-10 00:00:00"
"332","41","158","3-1","2.00","","5800.00","3354.66","9.00","603.84","9.00","603.84","0.00","0.00","0.0000","0.00","4915.25","7917.00","2024-03-10 00:00:00","2024-03-10 00:00:00"
"333","41","159","3-1","2.00","","3250.00","1879.77","9.00","338.36","9.00","338.36","0.00","0.00","0.0000","0.00","2754.24","4436.26","2024-03-10 00:00:00","2024-03-10 00:00:00"
"334","41","160","3-1","12.00","","390.00","225.57","9.00","243.62","9.00","243.62","0.00","0.00","0.0000","0.00","330.51","3194.08","2024-03-10 00:00:00","2024-03-10 00:00:00"
"335","41","161","3-1","2.00","","6050.00","3499.26","9.00","629.87","9.00","629.87","0.00","0.00","0.0000","0.00","5127.12","8258.26","2024-03-10 00:00:00","2024-03-10 00:00:00"
"336","41","162","3-1","12.00","","395.00","228.46","9.00","246.74","9.00","246.74","0.00","0.00","0.0000","0.00","334.75","3235.00","2024-03-10 00:00:00","2024-03-10 00:00:00"
"337","41","163","3-1","48.00","","40.00","23.14","9.00","97.97","9.00","97.97","0.00","0.00","2.0000","22.21","33.90","1284.45","2024-03-10 00:00:00","2024-03-10 00:00:00"
"338","41","164","3-1","48.00","","40.00","23.14","9.00","99.96","9.00","99.96","0.00","0.00","0.0000","0.00","33.90","1310.64","2024-03-10 00:00:00","2024-03-10 00:00:00"
"339","41","165","3-1","48.00","","40.00","23.14","9.00","97.97","9.00","97.97","0.00","0.00","2.0000","22.21","33.90","1284.45","2024-03-10 00:00:00","2024-03-10 00:00:00"
"340","41","167","3-1","48.00","","40.00","23.14","9.00","97.97","9.00","97.97","0.00","0.00","2.0000","22.21","33.90","1284.45","2024-03-10 00:00:00","2024-03-10 00:00:00"
"341","41","168","3-1","48.00","","40.00","23.14","9.00","97.97","9.00","97.97","0.00","0.00","2.0000","22.21","33.90","1284.45","2024-03-10 00:00:00","2024-03-10 00:00:00"
"342","41","169","3-1","24.00","","100.00","57.84","9.00","124.93","9.00","124.93","0.00","0.00","0.0000","0.00","84.75","1638.02","2024-03-10 00:00:00","2024-03-10 00:00:00"
"343","41","170","3-1","24.00","","100.00","57.84","9.00","124.93","9.00","124.93","0.00","0.00","0.0000","0.00","84.75","1638.02","2024-03-10 00:00:00","2024-03-10 00:00:00"
"344","41","171","3-1","24.00","","100.00","57.84","9.00","124.93","9.00","124.93","0.00","0.00","0.0000","0.00","84.75","1638.02","2024-03-10 00:00:00","2024-03-10 00:00:00"
"345","41","172","3-1","24.00","","100.00","57.84","9.00","124.93","9.00","124.93","0.00","0.00","0.0000","0.00","84.75","1638.02","2024-03-10 00:00:00","2024-03-10 00:00:00"
"346","41","173","3-1","24.00","","160.00","92.54","9.00","195.89","9.00","195.89","0.00","0.00","2.0000","44.42","135.59","2568.32","2024-03-10 00:00:00","2024-03-10 00:00:00"
"347","41","174","3-1","24.00","","160.00","92.54","9.00","199.89","9.00","199.89","0.00","0.00","0.0000","0.00","135.59","2620.74","2024-03-10 00:00:00","2024-03-10 00:00:00"
"348","41","175","3-1","24.00","","160.00","92.54","9.00","195.89","9.00","195.89","0.00","0.00","2.0000","44.42","135.59","2568.32","2024-03-10 00:00:00","2024-03-10 00:00:00"
"349","42","177","1","10.00","","350.00","148.00","9.00","133.20","9.00","133.20","0.00","0.00","0.0000","0.00","296.61","1746.40","2024-03-12 00:00:00","2024-03-12 00:00:00"
"350","42","179","1","10.00","","350.00","148.00","9.00","133.20","9.00","133.20","0.00","0.00","0.0000","0.00","296.61","1746.40","2024-03-12 00:00:00","2024-03-12 00:00:00"
"351","42","180","1","10.00","","350.00","148.00","9.00","133.20","9.00","133.20","0.00","0.00","0.0000","0.00","296.61","1746.40","2024-03-12 00:00:00","2024-03-12 00:00:00"
"352","42","181","1","10.00","","350.00","148.00","9.00","133.20","9.00","133.20","0.00","0.00","0.0000","0.00","296.61","1746.40","2024-03-12 00:00:00","2024-03-12 00:00:00"
"353","42","182","1","10.00","","350.00","148.00","9.00","133.20","9.00","133.20","0.00","0.00","0.0000","0.00","296.61","1746.40","2024-03-12 00:00:00","2024-03-12 00:00:00"
"354","42","183","1","10.00","","350.00","148.00","9.00","133.20","9.00","133.20","0.00","0.00","0.0000","0.00","296.61","1746.40","2024-03-12 00:00:00","2024-03-12 00:00:00"
"355","42","187","1","32.00","","95.00","56.35","9.00","162.29","9.00","162.29","0.00","0.00","0.0000","0.00","80.51","2127.78","2024-03-12 00:00:00","2024-03-12 00:00:00"
"356","42","188","1","32.00","","95.00","56.35","9.00","162.29","9.00","162.29","0.00","0.00","0.0000","0.00","80.51","2127.78","2024-03-12 00:00:00","2024-03-12 00:00:00"
"357","42","189","1","32.00","","95.00","56.35","9.00","162.29","9.00","162.29","0.00","0.00","0.0000","0.00","80.51","2127.78","2024-03-12 00:00:00","2024-03-12 00:00:00"
"358","42","190","1","32.00","","95.00","56.35","9.00","162.29","9.00","162.29","0.00","0.00","0.0000","0.00","80.51","2127.78","2024-03-12 00:00:00","2024-03-12 00:00:00"
"359","42","184","1","10.00","","200.00","89.00","6.00","53.40","6.00","53.40","0.00","0.00","0.0000","0.00","178.57","996.80","2024-03-12 00:00:00","2024-03-12 00:00:00"
"360","42","185","1","10.00","","200.00","85.00","6.00","51.00","6.00","51.00","0.00","0.00","0.0000","0.00","178.57","952.00","2024-03-12 00:00:00","2024-03-12 00:00:00"
"361","42","186","1","10.00","","325.00","138.00","9.00","124.20","9.00","124.20","0.00","0.00","0.0000","0.00","275.42","1628.40","2024-03-12 00:00:00","2024-03-12 00:00:00"
