"Inv_ID","InvoiceNo","InvoiceDate","TaxType","Customer_ID","SalesmanID","SubTotal","CGST","SGST","IGST","FreightCharges","OtherCharges","Total","RoundOff","GrandTotal","TotalPaid","Balance","Remarks","Time","RewardsClaimed"
"10150","INV-2024-10150                ","2024-07-02 00:00:00","Exclusive           ","6","0","2707.64","243.69","243.69","0.00","0.00","0.00","3195.02","-0.02","3195.00","3195.00","0.00","","Tuesday, 02 July 2024 05:24:52 PM","0.00"
"10151","INV-2024-10151                ","2024-07-02 00:00:00","Exclusive           ","32","0","20479.12","1843.12","1843.12","0.00","0.00","0.00","24165.36","-0.36","24165.00","24165.00","0.00","","Tuesday, 02 July 2024 05:29:32 PM","0.00"
"10152","INV-2024-10152                ","2024-07-02 00:00:00","Exclusive           ","21","0","1373.04","123.57","123.57","0.00","0.00","0.00","1620.18","-0.18","1620.00","1620.00","0.00","","Tuesday, 02 July 2024 05:34:24 PM","0.00"
"10153","INV-2024-10153                ","2024-07-02 00:00:00","Exclusive           ","14","0","4119.12","370.72","370.72","0.00","0.00","0.00","4860.56","0.44","4861.00","4861.00","0.00","","Tuesday, 02 July 2024 05:35:29 PM","0.00"
"10154","INV-2024-10154                ","2024-07-02 00:00:00","Exclusive           ","12","0","3222.44","290.03","290.03","0.00","0.00","0.00","3802.50","-0.50","3802.00","3802.00","0.00","","Tuesday, 02 July 2024 07:54:15 PM","0.00"
"10155","INV-2024-10155                ","2024-07-02 00:00:00","Exclusive           ","12","0","3301.29","297.12","297.12","0.00","0.00","0.00","3895.53","0.47","3896.00","3896.00","0.00","","Tuesday, 02 July 2024 07:56:24 PM","0.00"
"10156","INV-2024-10156                ","2024-07-02 00:00:00","Exclusive           ","5","0","4289.66","386.07","386.07","0.00","0.00","0.00","5061.80","0.20","5062.00","5062.00","0.00","","Tuesday, 02 July 2024 08:10:29 PM","0.00"
"10157","INV-2024-10157                ","2024-07-02 00:00:00","Exclusive           ","11","0","6687.36","601.87","601.87","0.00","0.00","0.00","7891.10","-0.10","7891.00","7891.00","0.00","","Tuesday, 02 July 2024 08:23:00 PM","0.00"
"10158","INV-2024-10158                ","2024-07-05 00:00:00","Exclusive           ","6","0","2602.82","234.25","234.25","0.00","0.00","0.00","3071.32","-0.32","3071.00","3071.00","0.00","","Friday, 05 July 2024 12:23:07 PM","0.00"
"10159","INV-2024-10159                ","2024-07-05 00:00:00","Exclusive           ","6","0","522.04","46.99","46.99","0.00","0.00","0.00","616.02","-0.02","616.00","616.00","0.00","","Friday, 05 July 2024 12:24:44 PM","0.00"
"10160","INV-2024-10160                ","2024-07-05 00:00:00","Exclusive           ","24","0","5291.62","476.24","476.24","0.00","0.00","0.00","6244.10","-0.10","6244.00","6244.00","0.00","","Saturday, 06 July 2024 02:47:09 PM","0.00"
"10161","INV-2024-10161                ","2024-07-06 00:00:00","Exclusive           ","21","0","15426.24","1388.35","1388.35","0.00","0.00","0.00","18202.94","0.06","18203.00","18203.00","0.00","","Saturday, 06 July 2024 03:27:47 PM","0.00"
"10162","INV-2024-10162                ","2024-07-06 00:00:00","Exclusive           ","4","0","5389.94","485.10","485.10","0.00","0.00","0.00","6360.14","-0.14","6360.00","0.00","6360.00","","Saturday, 06 July 2024 03:34:21 PM","0.00"
"10163","INV-2024-10163                ","2024-07-06 00:00:00","Exclusive           ","4","0","10672.46","960.52","960.52","0.00","0.00","0.00","12593.50","0.50","12594.00","0.00","12594.00","","Saturday, 06 July 2024 03:40:23 PM","0.00"
"10164","INV-2024-10164                ","2024-07-06 00:00:00","Exclusive           ","9","0","24989.09","2249.02","2249.02","0.00","0.00","884.61","29487.13","-0.13","28602.39","28602.39","0.00","","Saturday, 06 July 2024 03:46:43 PM","0.00"
"10165","INV-2024-10165                ","2024-07-08 00:00:00","Exclusive           ","23","0","5895.55","530.61","530.61","0.00","0.00","0.00","6956.77","0.23","6957.00","6957.00","0.00","","Thursday, 11 July 2024 07:58:14 PM","0.00"
"10166","INV-2024-10166                ","2024-07-10 00:00:00","Exclusive           ","9","0","86141.75","7752.75","7752.75","0.00","0.00","3049.41","101647.25","-0.25","98597.59","98597.59","0.00","","Friday, 12 July 2024 12:19:27 AM","0.00"
"10167","INV-2024-10167                ","2024-07-11 00:00:00","Exclusive           ","9","0","28588.26","2572.94","2572.94","0.00","0.00","1012.02","33734.14","-0.14","32721.98","32721.98","0.00","","Friday, 12 July 2024 12:26:32 AM","0.00"
"10168","INV-2024-10168                ","2024-07-11 00:00:00","Exclusive           ","34","0","25633.70","0.00","0.00","4614.06","0.00","0.00","30247.76","0.24","30248.00","30248.00","0.00","","Thursday, 11 July 2024 07:50:56 PM","0.00"
"10169","INV-2024-10169                ","2024-07-11 00:00:00","Exclusive           ","32","0","17218.26","1549.64","1549.64","0.00","0.00","0.00","20317.54","0.46","20318.00","20318.00","0.00","","Thursday, 11 July 2024 07:53:08 PM","0.00"
"10170","INV-2024-10170                ","2024-07-11 00:00:00","Exclusive           ","28","0","2733.04","245.97","245.97","0.00","0.00","0.00","3224.98","0.02","3225.00","3225.00","0.00","","Thursday, 11 July 2024 07:59:58 PM","0.00"
"10171","INV-2024-10171                ","2024-07-12 00:00:00","Exclusive           ","9","0","44664.55","4019.81","4019.81","0.00","0.00","0.00","52704.17","-0.17","52704.00","0.00","52704.00","","Friday, 12 July 2024 12:31:52 AM","0.00"
"10172","INV-2024-10172                ","2024-07-13 00:00:00","Exclusive           ","19","0","14386.55","1294.77","1294.77","0.00","0.00","0.00","16976.09","-0.09","16976.00","0.00","16976.00","","Saturday, 13 July 2024 03:02:34 PM","0.00"
"10173","INV-2024-10173                ","2024-07-13 00:00:00","Exclusive           ","17","0","3521.34","316.92","316.92","0.00","0.00","0.00","4155.18","-0.18","4155.00","4155.00","0.00","","Saturday, 13 July 2024 03:06:25 PM","0.00"
"10174","INV-2024-10174                ","2024-07-13 00:00:00","Exclusive           ","21","0","6953.46","625.81","625.81","0.00","0.00","0.00","8205.08","-0.08","8205.00","8205.00","0.00","","Saturday, 13 July 2024 03:12:37 PM","0.00"
"10175","INV-2024-10175                ","2024-07-14 00:00:00","Exclusive           ","41","0","146190.10","0.00","0.00","26314.22","0.00","0.00","172504.32","-0.32","172504.00","172504.00","0.00","","Sunday, 14 July 2024 08:28:22 AM","0.00"
"10176","INV-2024-10176                ","2024-07-15 00:00:00","Exclusive           ","1","0","9604.46","864.41","864.41","0.00","0.00","0.00","11333.28","-0.28","11333.00","0.00","11333.00","","Saturday, 27 July 2024 12:57:52 PM","0.00"
"10178","INV-2024-10178                ","2024-07-16 00:00:00","Exclusive           ","10","0","61437.53","5529.36","5529.36","0.00","0.00","2174.88","72496.25","-0.25","70321.12","70321.12","0.00","","Tuesday, 16 July 2024 10:59:16 PM","0.00"
"10180","INV-2024-10180                ","2024-07-17 00:00:00","Exclusive           ","21","0","1716.12","154.45","154.45","0.00","0.00","0.00","2025.02","-0.02","2025.00","2025.00","0.00","","Wednesday, 17 July 2024 01:05:49 PM","0.00"
"10181","INV-2024-10181                ","2024-07-17 00:00:00","Exclusive           ","31","0","13563.70","1220.73","1220.73","0.00","0.00","0.00","16005.16","-0.16","16005.00","16005.00","0.00","","Wednesday, 17 July 2024 06:18:46 PM","0.00"
"10182","INV-2024-10182                ","2024-07-17 00:00:00","Exclusive           ","6","0","3937.55","354.37","354.37","0.00","0.00","0.00","4646.29","-0.29","4646.00","4646.00","0.00","","Wednesday, 17 July 2024 07:18:27 PM","0.00"
"10183","INV-2024-10183                ","2024-07-17 00:00:00","Exclusive           ","10","0","25224.09","2270.16","2270.16","0.00","0.00","892.92","29764.41","-0.41","28871.08","28871.08","0.00","","Thursday, 18 July 2024 11:41:21 AM","0.00"
"10184","INV-2024-10184                ","2024-07-17 00:00:00","Exclusive           ","10","0","10739.08","966.52","966.52","0.00","0.00","0.00","12672.12","-0.12","12672.00","12672.00","0.00","","Thursday, 18 July 2024 11:44:53 AM","0.00"
"10185","INV-2024-10185                ","2024-07-18 00:00:00","Exclusive           ","5","0","11428.20","1028.54","1028.54","0.00","0.00","0.00","13485.28","-0.28","13485.00","13485.00","0.00","","Thursday, 18 July 2024 11:49:07 AM","0.00"
"10186","INV-2024-10186                ","2024-07-18 00:00:00","Exclusive           ","28","0","31649.90","2848.50","2848.50","0.00","0.00","0.00","37346.90","0.10","37347.00","0.00","37347.00","","Thursday, 18 July 2024 03:14:16 PM","0.00"
"10187","INV-2024-10187                ","2024-07-18 00:00:00","Exclusive           ","28","0","10367.81","933.10","933.10","0.00","0.00","0.00","12234.01","-0.01","12234.00","0.00","12234.00","","Friday, 19 July 2024 08:32:32 PM","0.00"
"10188","INV-2024-10188                ","2024-07-20 00:00:00","Exclusive           ","27","0","5928.75","533.58","533.58","0.00","0.00","0.00","6995.91","0.09","6996.00","0.00","6996.00","","Saturday, 20 July 2024 01:31:49 PM","0.00"
"10189","INV-2024-10189                ","2024-07-21 00:00:00","Exclusive           ","42","0","1875.00","168.75","168.75","0.00","0.00","0.00","2212.50","-0.50","2212.00","2212.00","0.00","","Sunday, 21 July 2024 10:32:40 AM","0.00"
"10190","INV-2024-10190                ","2024-07-22 00:00:00","Exclusive           ","15","0","138326.89","0.00","0.00","24898.84","0.00","0.00","163225.73","0.27","163226.00","163226.00","0.00","","Monday, 22 July 2024 06:00:05 PM","0.00"
"10191","INV-2024-10191                ","2024-07-22 00:00:00","Exclusive           ","15","0","29904.74","0.00","0.00","5382.84","0.00","1764.40","35287.58","0.42","33523.60","33523.60","0.00","","Monday, 22 July 2024 06:05:54 PM","0.00"
"10192","INV-2024-10192                ","2024-07-22 00:00:00","Exclusive           ","34","0","19315.64","0.00","0.00","3476.81","0.00","0.00","22792.45","-0.45","22792.00","22792.00","0.00","","Monday, 22 July 2024 06:08:04 PM","0.00"
"10193","INV-2024-10193                ","2024-07-23 00:00:00","Exclusive           ","30","0","1296.18","116.66","116.66","0.00","0.00","0.00","1529.50","0.50","1530.00","1530.00","0.00","","Tuesday, 23 July 2024 12:45:46 PM","0.00"
"10194","INV-2024-10194                ","2024-07-23 00:00:00","Exclusive           ","23","0","4674.90","420.74","420.74","0.00","0.00","0.00","5516.38","-0.38","5516.00","5516.00","0.00","","Tuesday, 23 July 2024 05:25:33 PM","0.00"
"10195","INV-2024-10195                ","2024-07-23 00:00:00","Exclusive           ","38","0","7419.02","667.71","667.71","0.00","0.00","0.00","8754.44","-0.44","8754.00","8754.00","0.00","","Tuesday, 23 July 2024 05:38:44 PM","0.00"
"10196","INV-2024-10196                ","2024-07-23 00:00:00","Exclusive           ","21","0","6273.27","564.60","564.60","0.00","0.00","0.00","7402.47","-0.47","7402.00","7402.00","0.00","","Tuesday, 23 July 2024 05:43:39 PM","0.00"
"10197","INV-2024-10197                ","2024-07-23 00:00:00","Exclusive           ","14","0","8141.94","732.77","732.77","0.00","0.00","0.00","9607.48","-0.48","9607.00","9607.00","0.00","","Tuesday, 23 July 2024 05:45:01 PM","0.00"
"10198","INV-2024-10198                ","2024-07-23 00:00:00","Exclusive           ","21","0","1305.09","117.46","117.46","0.00","0.00","0.00","1540.01","-0.01","1540.00","1540.00","0.00","","Tuesday, 23 July 2024 05:47:18 PM","0.00"
"10199","INV-2024-10199                ","2024-07-23 00:00:00","Exclusive           ","10","0","8180.25","736.22","736.22","0.00","0.00","0.00","9652.69","0.31","9653.00","0.00","9653.00","","Tuesday, 23 July 2024 05:50:04 PM","0.00"
"10200","INV-2024-10200                ","2024-07-23 00:00:00","Exclusive           ","5","0","3538.98","318.51","318.51","0.00","0.00","0.00","4176.00","0.00","4176.00","4176.00","0.00","","Tuesday, 23 July 2024 05:52:12 PM","0.00"
"10201","INV-2024-10201                ","2024-07-23 00:00:00","Exclusive           ","28","0","6794.49","611.50","611.50","0.00","0.00","0.00","8017.49","-0.49","8017.00","8017.00","0.00","","Tuesday, 23 July 2024 05:53:55 PM","0.00"
"10202","INV-2024-10202                ","2024-07-24 00:00:00","Exclusive           ","10","0","4042.37","363.81","363.81","0.00","0.00","143.10","4769.99","0.01","4626.90","4626.90","0.00","","Saturday, 27 July 2024 01:00:33 PM","0.00"
"10203","INV-2024-10203                ","2024-07-25 00:00:00","Exclusive           ","2","0","2129.47","191.65","191.65","0.00","0.00","0.00","2512.77","0.23","2513.00","0.00","2513.00","","Saturday, 27 July 2024 01:09:41 PM","0.00"
"10204","INV-2024-10204                ","2024-07-25 00:00:00","Exclusive           ","6","0","2755.32","247.98","247.98","0.00","0.00","0.00","3251.28","-0.28","3251.00","3251.00","0.00","","Saturday, 27 July 2024 01:12:37 PM","0.00"
"10205","INV-2024-10205                ","2024-07-25 00:00:00","Exclusive           ","6","0","355.95","32.04","32.04","0.00","0.00","0.00","420.03","-0.03","420.00","420.00","0.00","","Saturday, 27 July 2024 01:13:55 PM","0.00"
"10206","INV-2024-10206                ","2024-07-27 00:00:00","Exclusive           ","4","0","12604.24","1134.38","1134.38","0.00","0.00","0.00","14873.00","0.00","14873.00","0.00","14873.00","","Monday, 29 July 2024 07:37:44 PM","0.00"
"10207","INV-2024-10207                ","2024-07-29 00:00:00","Exclusive           ","28","0","7390.66","665.15","665.15","0.00","0.00","0.00","8720.96","0.04","8721.00","0.00","8721.00","","Monday, 29 July 2024 07:42:29 PM","0.00"
"10209","INV-2024-10209                ","2024-07-31 00:00:00","Exclusive           ","6","0","4713.02","424.18","424.18","0.00","0.00","0.00","5561.38","-0.38","5561.00","5561.00","0.00","","Wednesday, 31 July 2024 05:30:45 PM","0.00"
"10210","INV-2024-10210                ","2024-07-31 00:00:00","Exclusive           ","32","0","27756.34","2498.06","2498.06","0.00","0.00","0.00","32752.46","-0.46","32752.00","32752.00","0.00","","Wednesday, 31 July 2024 05:38:12 PM","0.00"
"10211","INV-2024-10211                ","2024-08-01 00:00:00","Exclusive           ","44","0","6355.94","572.03","572.03","0.00","0.00","0.00","7500.00","0.00","7500.00","7500.00","0.00","","Thursday, 01 August 2024 01:02:27 PM","0.00"
"10212","INV-2024-10212                ","2024-08-01 00:00:00","Exclusive           ","43","0","9781.76","880.36","880.36","0.00","0.00","0.00","11542.48","-0.48","11542.00","11542.00","0.00","","Thursday, 01 August 2024 01:07:23 PM","0.00"
"10213","INV-2024-10213                ","2024-08-02 00:00:00","Exclusive           ","15","0","220529.16","0.00","0.00","39695.25","0.00","0.00","260224.41","-0.41","260224.00","260224.00","0.00","","Friday, 02 August 2024 10:09:10 AM","0.00"
"10214","INV-2024-10214                ","2024-08-04 00:00:00","Exclusive           ","24","0","6477.00","582.93","582.93","0.00","0.00","0.00","7642.86","0.14","7643.00","7643.00","0.00","","Sunday, 04 August 2024 01:12:12 PM","0.00"
"10215","INV-2024-10215                ","2024-08-05 00:00:00","Exclusive           ","23","0","8533.12","767.98","767.98","0.00","0.00","0.00","10069.08","-0.08","10069.00","10069.00","0.00","","Monday, 05 August 2024 05:02:23 PM","0.00"
"10216","INV-2024-10216                ","2024-08-12 00:00:00","Exclusive           ","19","0","7959.45","716.35","716.35","0.00","0.00","0.00","9392.15","-0.15","9392.00","0.00","9392.00","","Monday, 12 August 2024 01:41:25 PM","0.00"
"10217","INV-2024-10217                ","2024-08-12 00:00:00","Exclusive           ","32","0","22658.92","2039.29","2039.29","0.00","0.00","0.00","26737.50","0.50","26738.00","26738.00","0.00","","Monday, 12 August 2024 01:44:17 PM","0.00"
"10218","INV-2024-10218                ","2024-08-12 00:00:00","Exclusive           ","11","0","22280.77","2005.26","2005.26","0.00","0.00","0.00","26291.29","-0.29","26291.00","26291.00","0.00","","Monday, 12 August 2024 01:51:04 PM","0.00"
"10219","INV-2024-10219                ","2024-08-12 00:00:00","Exclusive           ","11","0","3778.89","340.11","340.11","0.00","0.00","0.00","4459.11","-0.11","4459.00","4459.00","0.00","","Monday, 12 August 2024 01:55:35 PM","0.00"
"10220","INV-2024-10220                ","2024-08-12 00:00:00","Exclusive           ","21","0","4449.16","400.42","400.42","0.00","0.00","0.00","5250.00","0.00","5250.00","5250.00","0.00","","Monday, 12 August 2024 01:57:01 PM","0.00"
"10221","INV-2024-10221                ","2024-08-12 00:00:00","Exclusive           ","21","0","1186.44","106.78","106.78","0.00","0.00","0.00","1400.00","0.00","1400.00","1400.00","0.00","","Monday, 12 August 2024 01:58:13 PM","0.00"
"10223","INV-2024-10223                ","2024-08-13 00:00:00","Exclusive           ","28","0","58865.94","5297.91","5297.91","0.00","0.00","0.00","69461.76","0.24","69462.00","69462.00","0.00","","Friday, 30 August 2024 11:40:31 AM","0.00"
"10224","INV-2024-10224                ","2024-08-14 00:00:00","Exclusive           ","28","0","10277.48","924.98","924.98","0.00","0.00","0.00","12127.44","-0.44","12127.00","12127.00","0.00","","Friday, 30 August 2024 12:02:34 PM","0.00"
"10226","INV-2024-10226                ","2024-08-15 00:00:00","Exclusive           ","15","0","349146.69","0.00","0.00","62846.40","0.00","0.00","411993.09","-0.09","411993.00","411993.00","0.00","","Thursday, 15 August 2024 07:06:45 PM","0.00"
"10227","INV-2024-10227                ","2024-08-15 00:00:00","Exclusive           ","45","0","43781.12","3940.28","3940.28","0.00","0.00","1033.24","51661.68","0.32","50628.76","50628.76","0.00","","Thursday, 15 August 2024 07:32:48 PM","0.00"
"10228","INV-2024-10228                ","2024-08-15 00:00:00","Exclusive           ","15","0","29779.70","0.00","0.00","5360.35","0.00","0.00","35140.05","-0.05","35140.00","35140.00","0.00","","Thursday, 15 August 2024 07:51:04 PM","0.00"
"10229","INV-2024-10229                ","2024-08-16 00:00:00","Exclusive           ","15","0","279091.55","0.00","0.00","50236.49","0.00","0.00","329328.04","-0.04","329328.00","329328.00","0.00","","Friday, 16 August 2024 04:04:19 PM","0.00"
"10230","INV-2024-10230                ","2024-08-24 00:00:00","Exclusive           ","21","0","5472.40","492.51","492.51","0.00","0.00","0.00","6457.42","-0.42","6457.00","6457.00","0.00","","Saturday, 24 August 2024 05:18:03 PM","0.00"
"10231","INV-2024-10231                ","2024-08-24 00:00:00","Exclusive           ","43","0","9292.42","836.32","836.32","0.00","0.00","0.00","10965.06","-0.06","10965.00","10965.00","0.00","","Saturday, 24 August 2024 05:19:56 PM","0.00"
"10232","INV-2024-10232                ","2024-08-24 00:00:00","Exclusive           ","31","0","19233.30","1730.99","1730.99","0.00","0.00","0.00","22695.28","-0.28","22695.00","22695.00","0.00","","Saturday, 24 August 2024 05:24:06 PM","0.00"
"10233","INV-2024-10233                ","2024-08-24 00:00:00","Exclusive           ","21","0","2694.92","242.54","242.54","0.00","0.00","0.00","3180.00","0.00","3180.00","3180.00","0.00","","Saturday, 24 August 2024 05:25:44 PM","0.00"
"10234","INV-2024-10234                ","2024-08-24 00:00:00","Exclusive           ","32","0","10347.46","931.27","931.27","0.00","0.00","0.00","12210.00","0.00","12210.00","12210.00","0.00","","Saturday, 24 August 2024 05:29:18 PM","0.00"
"10235","INV-2024-10235                ","2024-08-24 00:00:00","Exclusive           ","28","0","21089.65","1898.07","1898.07","0.00","0.00","0.00","24885.79","0.21","24886.00","24886.00","0.00","","Saturday, 24 August 2024 05:35:31 PM","0.00"
"10236","INV-2024-10236                ","2024-08-24 00:00:00","Exclusive           ","23","0","2002.12","180.19","180.19","0.00","0.00","0.00","2362.50","-0.50","2362.00","2362.00","0.00","","Saturday, 24 August 2024 05:38:06 PM","0.00"
"10237","INV-2024-10237                ","2024-08-29 00:00:00","Exclusive           ","6","0","2412.06","217.09","217.09","0.00","0.00","0.00","2846.24","-0.24","2846.00","2846.00","0.00","","Thursday, 29 August 2024 05:30:39 PM","0.00"
"10238","INV-2024-10238                ","2024-08-29 00:00:00","Exclusive           ","6","0","1029.30","92.64","92.64","0.00","0.00","0.00","1214.58","0.42","1215.00","1215.00","0.00","","Thursday, 29 August 2024 05:32:15 PM","0.00"
"10239","INV-2024-10239                ","2024-08-29 00:00:00","Exclusive           ","6","0","4280.82","385.28","385.28","0.00","0.00","0.00","5051.38","-0.38","5051.00","5051.00","0.00","","Thursday, 29 August 2024 05:35:38 PM","0.00"
"10240","INV-2024-10240                ","2024-08-29 00:00:00","Exclusive           ","42","0","5625.00","506.25","506.25","0.00","0.00","0.00","6637.50","0.50","6638.00","6638.00","0.00","","Thursday, 29 August 2024 05:38:59 PM","0.00"
"10241","INV-2024-10241                ","2024-08-29 00:00:00","Exclusive           ","42","0","3750.00","337.50","337.50","0.00","0.00","0.00","4425.00","0.00","4425.00","4425.00","0.00","","Thursday, 29 August 2024 05:44:45 PM","0.00"
"10242","INV-2024-10242                ","2024-08-30 00:00:00","Exclusive           ","28","0","16042.60","1443.84","1443.84","0.00","0.00","0.00","18930.28","-0.28","18930.00","18930.00","0.00","","Friday, 30 August 2024 12:10:46 PM","0.00"
"10243","INV-2024-10243                ","2024-08-30 00:00:00","Exclusive           ","28","0","5466.09","491.95","491.95","0.00","0.00","0.00","6449.99","0.01","6450.00","6450.00","0.00","","Friday, 30 August 2024 12:16:57 PM","0.00"
"10244","INV-2024-10244                ","2024-08-30 00:00:00","Exclusive           ","28","0","7284.27","655.58","655.58","0.00","0.00","0.00","8595.43","-0.43","8595.00","8595.00","0.00","","Friday, 30 August 2024 12:26:29 PM","0.00"
"10245","INV-2024-10245                ","2024-08-30 00:00:00","Exclusive           ","28","0","1220.40","109.84","109.84","0.00","0.00","0.00","1440.08","-0.08","1440.00","1440.00","0.00","","Friday, 30 August 2024 12:40:43 PM","0.00"
"10247","INV-2024-10247                ","2024-08-30 00:00:00","Exclusive           ","28","0","4442.83","399.84","399.84","0.00","0.00","0.00","5242.51","0.49","5243.00","5243.00","0.00","","Friday, 30 August 2024 12:57:28 PM","0.00"
"10248","INV-2024-10248                ","2024-08-30 00:00:00","Exclusive           ","28","0","270.13","24.31","24.31","0.00","0.00","0.00","318.75","0.25","319.00","319.00","0.00","","Friday, 30 August 2024 05:37:44 PM","0.00"
"10249","INV-2024-10249                ","2024-09-02 00:00:00","Exclusive           ","2","0","6080.25","547.22","547.22","0.00","0.00","0.00","7174.69","0.31","7175.00","7175.00","0.00","","Monday, 02 September 2024 06:03:41 PM","0.00"
"10250","INV-2024-10250                ","2024-09-11 00:00:00","Exclusive           ","35","0","57321.82","5158.94","5158.94","0.00","0.00","1352.80","67639.70","0.30","66287.20","66287.20","0.00","","Wednesday, 11 September 2024 03:22:02 PM","0.00"
"10251","INV-2024-10251                ","2024-09-11 00:00:00","Exclusive           ","19","0","9515.39","856.36","856.36","0.00","0.00","0.00","11228.11","-0.11","11228.00","11228.00","0.00","","Wednesday, 11 September 2024 04:06:25 PM","0.00"
"10252","INV-2024-10252                ","2024-09-11 00:00:00","Exclusive           ","5","0","8456.87","761.13","761.13","0.00","0.00","0.00","9979.13","-0.13","9979.00","9979.00","0.00","","Wednesday, 11 September 2024 04:13:44 PM","0.00"
"10253","INV-2024-10253                ","2024-09-11 00:00:00","Exclusive           ","6","0","3025.45","272.30","272.30","0.00","0.00","0.00","3570.05","-0.05","3570.00","3570.00","0.00","","Wednesday, 11 September 2024 04:15:45 PM","0.00"
"10254","INV-2024-10254                ","2024-09-11 00:00:00","Exclusive           ","12","0","2059.56","185.36","185.36","0.00","0.00","0.00","2430.28","-0.28","2430.00","2430.00","0.00","","Wednesday, 11 September 2024 04:30:52 PM","0.00"
"10255","INV-2024-10255                ","2024-09-11 00:00:00","Exclusive           ","9","0","61774.61","5559.72","5559.72","0.00","0.00","2186.82","72894.05","-0.05","70707.18","70707.18","0.00","","Wednesday, 11 September 2024 10:23:05 PM","0.00"
"10256","INV-2024-10256                ","2024-09-12 00:00:00","Exclusive           ","24","0","3794.62","341.51","341.51","0.00","0.00","0.00","4477.64","0.36","4478.00","4478.00","0.00","","Thursday, 12 September 2024 01:21:05 PM","0.00"
"10257","INV-2024-10257                ","2024-09-12 00:00:00","Exclusive           ","9","0","9495.63","854.61","854.61","0.00","0.00","336.15","11204.85","0.15","10868.85","10868.85","0.00","","Thursday, 12 September 2024 08:21:46 PM","0.00"
"10258","INV-2024-10258                ","2024-09-12 00:00:00","Exclusive           ","9","0","31574.86","2841.73","2841.73","0.00","0.00","1117.74","37258.32","-0.32","36140.26","36140.26","0.00","","Thursday, 12 September 2024 08:25:42 PM","0.00"
"10259","INV-2024-10259                ","2024-09-12 00:00:00","Exclusive           ","45","0","76762.04","6908.59","6908.59","0.00","0.00","1811.58","90579.22","-0.22","88767.42","88767.42","0.00","","Friday, 13 September 2024 12:58:05 AM","0.00"
"10260","INV-2024-10260                ","2024-09-13 00:00:00","Exclusive           ","45","0","21273.28","1914.60","1914.60","0.00","0.00","502.04","25102.48","-0.48","24599.96","24599.96","0.00","","Friday, 13 September 2024 01:04:06 AM","0.00"
"10261","INV-2024-10261                ","2024-09-13 00:00:00","Exclusive           ","21","0","11205.56","1008.49","1008.49","0.00","0.00","0.00","13222.54","0.46","13223.00","13223.00","0.00","","Friday, 13 September 2024 01:10:03 AM","0.00"
"10262","INV-2024-10262                ","2024-09-13 00:00:00","Exclusive           ","6","0","2412.06","217.09","217.09","0.00","0.00","0.00","2846.24","-0.24","2846.00","2846.00","0.00","","Friday, 13 September 2024 01:13:39 AM","0.00"
"10263","INV-2024-10263                ","2024-09-13 00:00:00","Exclusive           ","33","0","3012.66","271.14","271.14","0.00","0.00","177.75","3554.94","0.06","3377.25","3377.25","0.00","","Friday, 13 September 2024 01:27:12 AM","0.00"
"10264","INV-2024-10264                ","2024-09-13 00:00:00","Exclusive           ","21","0","7827.34","704.46","704.46","0.00","0.00","0.00","9236.26","-0.26","9236.00","9236.00","0.00","","Friday, 13 September 2024 01:30:32 PM","0.00"
"10265","INV-2024-10265                ","2024-09-16 00:00:00","Exclusive           ","9","0","29750.70","2677.55","2677.55","0.00","0.00","1053.18","35105.80","0.20","34052.82","34052.82","0.00","","Monday, 16 September 2024 06:43:31 PM","0.00"
"10266","INV-2024-10266                ","2024-09-16 00:00:00","Exclusive           ","45","0","40327.05","3629.42","3629.42","0.00","0.00","951.72","47585.89","0.11","46634.28","46634.28","0.00","","Monday, 16 September 2024 06:53:25 PM","0.00"
"10267","INV-2024-10267                ","2024-09-16 00:00:00","Exclusive           ","9","0","2222.03","199.98","199.98","0.00","0.00","0.00","2621.99","0.01","2622.00","2622.00","0.00","","Monday, 16 September 2024 06:57:39 PM","0.00"
"10271","INV-2024-10271                ","2024-09-19 00:00:00","Exclusive           ","2","0","6687.36","601.86","601.86","0.00","0.00","0.00","7891.08","-0.08","7891.00","7891.00","0.00","","Thursday, 19 September 2024 12:27:39 PM","0.00"
"10272","INV-2024-10272                ","2024-09-19 00:00:00","Exclusive           ","21","0","5979.96","538.20","538.20","0.00","0.00","0.00","7056.36","-0.36","7056.00","7056.00","0.00","","Thursday, 19 September 2024 05:47:28 PM","0.00"
"10273","INV-2024-10273                ","2024-09-19 00:00:00","Exclusive           ","45","0","54443.88","4899.94","4899.94","0.00","0.00","1284.88","64243.76","0.24","62959.12","62959.12","0.00","","Thursday, 19 September 2024 06:26:33 PM","0.00"
"10274","INV-2024-10274                ","2024-09-25 00:00:00","Exclusive           ","45","0","71336.91","6420.34","6420.34","0.00","0.00","1683.56","84177.59","0.41","82494.44","82494.44","0.00","","Wednesday, 25 September 2024 11:16:17 PM","0.00"
"10275","INV-2024-10275                ","2024-09-25 00:00:00","Exclusive           ","9","0","148478.28","13363.04","13363.04","0.00","0.00","5256.12","175204.36","-0.36","169947.88","169947.88","0.00","","Thursday, 26 September 2024 12:58:12 AM","0.00"
"10276","INV-2024-10276                ","2024-09-26 00:00:00","Exclusive           ","5","0","13709.97","1233.92","1233.92","0.00","0.00","0.00","16177.81","0.19","16178.00","16178.00","0.00","","Thursday, 26 September 2024 01:13:15 AM","0.00"
